年份,公司代號,公司名稱,ROE,ROA
1997,2459,敦吉,11.94,17.73
1998,2459,敦吉,10.96,14.91
1999,2459,敦吉,12.01,15.49
2000,2459,敦吉,17.39,24.87
2001,2459,敦吉,         12.97,18.12
2002,2459,敦吉,14.68,23.99
2003,2459,敦吉,10.13,18.07
2004,2459,敦吉,11.43,18.95
2005,2459,敦吉,10.6,13.61
2006,2459,敦吉,14.21,20.4
2007,2459,敦吉,8.96,12.55
2008,2459,敦吉,5.21,7.33
2009,2459,敦吉,5.27,7.59
2010,2459,敦吉,9.93,14.05
2011,2459,敦吉,7.27,10.46
2013,2459,敦吉,5.35,8.98
2014,2459,敦吉,6.32,10.06
2015,2459,敦吉,5.34,8.5
2016,2459,敦吉,5.72,9.37
2017,2459,敦吉,6.25,10.34
2018,2459,敦吉,6.22,10.38
2019,2459,敦吉,6.19,10.5
2020,2459,敦吉,6.08,         10.55
2021,2459,敦吉,6.82,12.1
2022,2459,敦吉,          7.03,         12.46
