年份,公司代號,公司名稱,ROE,ROA
2002,8033,雷虎,10.19,12.76
2003,8033,雷虎,15.82,20.72
2004,8033,雷虎,17.08,22.57
2005,8033,雷虎,20.48,27.57
2006,8033,雷虎,13.12,18.29
2007,8033,雷虎,8.63,12.56
2008,8033,雷虎,0.95,0.99
2009,8033,雷虎,-2.2,-4.25
2010,8033,雷虎,-11.85,-20.03
2011,8033,雷虎,-5.72,-10.65
2013,8033,雷虎,2.18,1.19
2014,8033,雷虎,-8.79,-20.0
2015,8033,雷虎,-10.05,-19.91
2016,8033,雷虎,-14.03,-21.83
2017,8033,雷虎,-6.59,-10.01
2018,8033,雷虎,-2.24,-3.9
2019,8033,雷虎,-3.42,-6.43
2020,8033,雷虎,2.75,          3.47
2021,8033,雷虎,2.5,3.1
2022,8033,雷虎,          2.11,          2.48
