年份,公司代號,公司名稱,ROE,ROA
1990,1216,統一,10.36,         15.76
1991,1216,統一,12.01,22.07
1992,1216,統一,10.93,18.74
1993,1216,統一,12.3,18.48
1994,1216,統一,25.49,35.66
1995,1216,統一,8.9,11.07
1996,1216,統一,9.33,11.59
1997,1216,統一,18.49,23.99
1998,1216,統一,9.06,11.35
1999,1216,統一,6.76,8.89
2000,1216,統一,6.21,8.36
2001,1216,統一,          5.49,7.23
2002,1216,統一,3.14,3.61
2003,1216,統一,4.63,7.05
2004,1216,統一,3.92,6.26
2005,1216,統一,3.21,4.91
2006,1216,統一,5.14,8.0
2007,1216,統一,13.03,20.06
2008,1216,統一,4.38,5.99
2009,1216,統一,8.52,12.95
2010,1216,統一,11.03,16.27
2011,1216,統一,9.02,13.18
2013,1216,統一,5.94,15.75
2014,1216,統一,5.09,12.32
2015,1216,統一,5.89,14.1
2016,1216,統一,6.54,15.35
2017,1216,統一,15.44,34.86
2018,1216,統一,6.83,14.9
2019,1216,統一,6.89,16.55
2020,1216,統一,6.73,         17.37
2021,1216,統一,6.03,15.93
2022,1216,統一,          5.33,         14.22
