年份,公司代號,公司名稱,ROE,ROA
2003,6277,宏正,19.76,22.81
2004,6277,宏正,19.0,24.0
2005,6277,宏正,22.0,29.0
2006,6277,宏正,28.0,35.0
2007,6277,宏正,19.0,32.0
2008,6277,宏正,12.0,15.0
2009,6277,宏正,12.0,15.0
2010,6277,宏正,15.0,21.0
2011,6277,宏正,13.0,18.0
2013,6277,宏正,14.93,23.69
2014,6277,宏正,14.18,22.4
2015,6277,宏正,12.92,20.25
2016,6277,宏正,14.23,21.91
2017,6277,宏正,12.82,19.87
2018,6277,宏正,24.66,38.23
2019,6277,宏正,10.96,16.3
2020,6277,宏正,21.47,         32.72
2021,6277,宏正,8.91,13.43
2022,6277,宏正,         10.25,         15.22
