年份,公司代號,公司名稱,ROE,ROA
1990,2809,京城銀,1.22,         14.36
1991,2809,京城銀,1.12,15.4
1992,2809,京城銀,0.85,14.49
1993,2809,京城銀,0.84,17.0
1994,2809,京城銀,1.03,18.6
1995,2809,京城銀,0.88,13.76
1996,2809,京城銀,0.68,10.47
1997,2809,京城銀,0.64,9.53
1998,2809,京城銀,0.18,2.69
1999,2809,京城銀,-0.87,-13.2
2000,2809,京城銀,-0.24,-3.69
2001,2809,京城銀,          0.14,2.17
2002,2809,京城銀,-1.53,-27.19
2003,2809,京城銀,0.38,7.59
2004,2809,京城銀,0.45,8.65
2005,2809,京城銀,-0.25,-4.02
2006,2809,京城銀,0.06,1.14
2007,2809,京城銀,0.19,3.12
2008,2809,京城銀,0.04,0.55
2009,2809,京城銀,0.02,0.23
2010,2809,京城銀,1.12,15.24
2011,2809,京城銀,1.5,18.09
2013,2809,京城銀,2.03,18.69
2014,2809,京城銀,2.31,20.2
2015,2809,京城銀,1.56,13.25
2016,2809,京城銀,1.99,15.61
2017,2809,京城銀,2.18,16.08
2018,2809,京城銀,1.04,7.98
2019,2809,京城銀,1.21,8.93
2020,2809,京城銀,1.81,         12.55
2021,2809,京城銀,1.68,11.8
2022,2809,京城銀,          0.61,          4.84
