年份,公司代號,公司名稱,ROE,ROA
1999,6136,富爾特,6.62,13.7
2000,6136,富爾特,10.56,17.66
2001,6136,富爾特,         11.15,17.96
2002,6136,富爾特,19.82,30.09
2003,6136,富爾特,16.27,28.14
2004,6136,富爾特,8.82,18.32
2005,6136,富爾特,4.32,7.8
2006,6136,富爾特,6.89,8.38
2007,6136,富爾特,11.63,12.18
2008,6136,富爾特,8.08,8.38
2009,6136,富爾特,7.67,7.96
2010,6136,富爾特,8.54,8.77
2011,6136,富爾特,5.41,5.6
2013,6136,富爾特,6.69,6.97
2014,6136,富爾特,7.0,7.28
2015,6136,富爾特,7.31,7.6
2016,6136,富爾特,7.67,7.98
2017,6136,富爾特,6.4,6.65
2018,6136,富爾特,3.03,3.16
2019,6136,富爾特,2.92,3.05
2020,6136,富爾特,2.04,          2.14
2021,6136,富爾特,4.82,5.01
2022,6136,富爾特,          3.15,          3.26
