年份,公司代號,公司名稱,ROE,ROA
1990,1905,華紙,3.69,          4.97
1991,1905,華紙,-1.71,-4.6
1992,1905,華紙,-5.61,-16.1
1993,1905,華紙,-2.43,-12.83
1994,1905,華紙,5.47,7.6
1995,1905,華紙,11.21,19.5
1996,1905,華紙,-2.64,-6.45
1997,1905,華紙,1.17,1.08
1998,1905,華紙,-2.88,-5.9
1999,1905,華紙,6.98,11.22
2000,1905,華紙,8.51,12.29
2001,1905,華紙,         -3.00,-4.0
2003,1905,華紙,6.0,8.0
2004,1905,華紙,5.0,6.0
2005,1905,華紙,7.0,9.0
2006,1905,華紙,5.0,5.0
2007,1905,華紙,7.99,9.48
2008,1905,華紙,1.0,1.0
2009,1905,華紙,-4.0,-6.0
2010,1905,華紙,8.0,11.0
2011,1905,華紙,0.4,0.13
2013,1905,華紙,-2.58,-3.5
2014,1905,華紙,0.22,0.16
2015,1905,華紙,3.0,4.61
2016,1905,華紙,1.37,2.17
2017,1905,華紙,2.65,4.63
2018,1905,華紙,1.96,3.38
2019,1905,華紙,-0.73,-1.97
2020,1905,華紙,-0.74,         -2.09
2021,1905,華紙,1.61,2.68
2022,1905,華紙,          1.89,          3.02
