年份,公司代號,公司名稱,ROE,ROA
1998,2488,漢平,7.5,11.75
1999,2488,漢平,8.39,13.63
2000,2488,漢平,11.6,19.1
2001,2488,漢平,         13.11,19.71
2002,2488,漢平,13.03,18.53
2003,2488,漢平,12.84,17.59
2004,2488,漢平,9.8,13.64
2005,2488,漢平,3.1,4.46
2006,2488,漢平,8.09,11.54
2007,2488,漢平,10.48,14.64
2008,2488,漢平,7.04,9.68
2009,2488,漢平,4.82,6.46
2010,2488,漢平,4.51,6.06
2011,2488,漢平,0.4,0.31
2013,2488,漢平,11.59,18.02
2014,2488,漢平,7.08,10.88
2015,2488,漢平,8.93,13.63
2016,2488,漢平,15.32,23.56
2017,2488,漢平,5.73,9.84
2018,2488,漢平,8.99,14.95
2019,2488,漢平,9.3,13.66
2020,2488,漢平,5.76,          8.73
2021,2488,漢平,3.91,6.8
2022,2488,漢平,          8.42,         13.89
