年份,公司代號,公司名稱,ROE,ROA
1990,1708,東鹼,10.45,         12.34
1991,1708,東鹼,4.41,4.88
1992,1708,東鹼,5.16,5.58
1993,1708,東鹼,1.75,1.3
1994,1708,東鹼,3.35,3.35
1995,1708,東鹼,1.53,1.46
1996,1708,東鹼,2.02,2.37
1997,1708,東鹼,5.46,7.15
1998,1708,東鹼,2.94,3.63
1999,1708,東鹼,1.4,1.47
2000,1708,東鹼,5.81,7.54
2001,1708,東鹼,          1.14,0.81
2002,1708,東鹼,1.0,1.0
2003,1708,東鹼,3.0,4.0
2004,1708,東鹼,3.0,3.0
2005,1708,東鹼,5.0,6.0
2006,1708,東鹼,11.0,13.0
2007,1708,東鹼,10.0,13.0
2008,1708,東鹼,13.0,19.0
2009,1708,東鹼,5.0,8.0
2010,1708,東鹼,9.0,12.0
2011,1708,東鹼,11.0,14.0
2013,1708,東鹼,6.39,11.14
2014,1708,東鹼,8.51,14.75
2015,1708,東鹼,5.85,9.86
2016,1708,東鹼,6.71,11.03
2017,1708,東鹼,5.68,9.05
2018,1708,東鹼,4.13,6.21
2019,1708,東鹼,3.5,4.68
2020,1708,東鹼,2.11,          2.97
2021,1708,東鹼,5.94,11.34
2022,1708,東鹼,          9.97,         18.29
