年份,公司代號,公司名稱,ROE,ROA
1990,9933,中鼎,17.38,         36.72
1991,9933,中鼎,15.79,27.88
1992,9933,中鼎,13.05,21.38
1993,9933,中鼎,13.11,21.13
1994,9933,中鼎,11.14,17.5
1995,9933,中鼎,7.66,12.02
1996,9933,中鼎,3.15,4.77
1997,9933,中鼎,5.05,10.08
1998,9933,中鼎,8.33,19.64
1999,9933,中鼎,8.38,17.76
2000,9933,中鼎,8.16,14.91
2001,9933,中鼎,          5.97,10.83
2002,9933,中鼎,5.76,9.99
2004,9933,中鼎,3.94,8.27
2005,9933,中鼎,4.47,9.55
2006,9933,中鼎,5.39,11.65
2007,9933,中鼎,6.24,14.27
2008,9933,中鼎,6.77,15.62
2009,9933,中鼎,6.97,16.01
2010,9933,中鼎,6.72,16.27
2011,9933,中鼎,6.89,16.73
2013,9933,中鼎,3.37,9.99
2014,9933,中鼎,3.7,11.2
2015,9933,中鼎,3.61,12.03
2016,9933,中鼎,3.62,13.03
2017,9933,中鼎,4.24,16.01
2018,9933,中鼎,2.67,10.32
2019,9933,中鼎,1.87,7.0
2020,9933,中鼎,1.42,          4.79
2021,9933,中鼎,2.36,10.13
2022,9933,中鼎,          2.91,         13.99
