年份,公司代號,公司名稱,ROE,ROA
1990,2012,春雨,6.78,          7.10
1991,2012,春雨,5.62,5.63
1992,2012,春雨,3.96,3.74
1993,2012,春雨,3.58,3.99
1994,2012,春雨,2.99,3.18
1995,2012,春雨,3.86,4.98
1996,2012,春雨,3.38,3.75
1997,2012,春雨,2.01,1.62
1998,2012,春雨,4.42,4.94
1999,2012,春雨,-1.98,-6.02
2000,2012,春雨,-6.82,-17.17
2001,2012,春雨,          0.35,-3.24
2002,2012,春雨,1.99,0.54
2003,2012,春雨,3.06,3.99
2004,2012,春雨,6.97,12.09
2005,2012,春雨,4.03,6.34
2006,2012,春雨,3.26,4.78
2007,2012,春雨,3.28,4.57
2008,2012,春雨,3.8,5.66
2009,2012,春雨,-10.79,-22.2
2010,2012,春雨,0.6,0.33
2011,2012,春雨,3.81,7.08
2013,2012,春雨,2.73,5.28
2014,2012,春雨,2.54,4.5
2015,2012,春雨,2.8,5.33
2016,2012,春雨,3.81,7.91
2017,2012,春雨,3.79,7.81
2018,2012,春雨,6.1,13.52
2019,2012,春雨,5.83,12.37
2020,2012,春雨,3.23,          6.21
2021,2012,春雨,8.13,19.87
2022,2012,春雨,          6.01,         13.62
