年份,公司代號,公司名稱,ROE,ROA
2002,2890,永豐金,3.49,3.54
2003,2890,永豐金,8.21,9.18
2004,2890,永豐金,8.29,9.35
2005,2890,永豐金,6.14,6.48
2006,2890,永豐金,3.01,3.07
2007,2890,永豐金,2.83,2.91
2008,2890,永豐金,-3.99,-4.39
2009,2890,永豐金,1.05,1.1
2010,2890,永豐金,5.5,6.02
2011,2890,永豐金,3.2,3.47
2013,2890,永豐金,1.39,10.46
2014,2890,永豐金,1.57,11.1
2015,2890,永豐金,1.37,8.44
2016,2890,永豐金,1.07,6.24
2017,2890,永豐金,1.17,6.68
2018,2890,永豐金,1.27,6.72
2019,2890,永豐金,1.56,8.6
2020,2890,永豐金,1.14,          8.05
2021,2890,永豐金,1.04,10.17
2022,2890,永豐金,          1.30,         10.08
