年份,公司代號,公司名稱,ROE,ROA
1996,2376,技嘉,20.71,61.52
1997,2376,技嘉,32.37,61.65
1998,2376,技嘉,36.58,58.1
1999,2376,技嘉,24.53,35.25
2000,2376,技嘉,20.23,28.02
2001,2376,技嘉,         16.52,24.13
2002,2376,技嘉,11.38,17.45
2003,2376,技嘉,12.95,18.76
2004,2376,技嘉,6.14,8.66
2005,2376,技嘉,4.82,7.39
2006,2376,技嘉,0.86,1.05
2007,2376,技嘉,5.57,6.95
2008,2376,技嘉,4.29,5.92
2009,2376,技嘉,7.19,10.34
2010,2376,技嘉,6.92,10.3
2011,2376,技嘉,5.32,7.64
2013,2376,技嘉,7.26,11.2
2014,2376,技嘉,7.02,10.8
2015,2376,技嘉,5.74,8.51
2016,2376,技嘉,6.84,10.11
2017,2376,技嘉,7.44,11.88
2018,2376,技嘉,6.9,10.66
2019,2376,技嘉,5.3,8.02
2020,2376,技嘉,10.06,         16.92
2021,2376,技嘉,22.5,41.11
2022,2376,技嘉,          9.86,         17.81
