年份,公司代號,公司名稱,ROE,ROA
1990,1702,南僑,21.16,         25.53
1991,1702,南僑,8.87,2.94
1992,1702,南僑,-10.83,-17.55
1993,1702,南僑,-7.83,-16.0
1994,1702,南僑,-1.18,-4.05
1995,1702,南僑,-2.56,-7.17
1996,1702,南僑,7.48,10.82
2000,1702,南僑,-0.64,-5.01
2001,1702,南僑,          3.00,2.0
2003,1702,南僑,5.0,7.0
2004,1702,南僑,3.0,6.0
2005,1702,南僑,0.0,-2.0
2006,1702,南僑,-2.0,-5.0
2007,1702,南僑,1.35,0.79
2008,1702,南僑,1.26,0.49
2009,1702,南僑,7.96,14.06
2010,1702,南僑,9.46,16.06
2011,1702,南僑,5.7,9.37
2013,1702,南僑,7.77,21.05
2014,1702,南僑,7.0,20.0
2015,1702,南僑,7.16,21.36
2016,1702,南僑,6.9,20.77
2017,1702,南僑,5.33,17.17
2018,1702,南僑,5.41,17.31
2019,1702,南僑,5.13,15.93
2020,1702,南僑,4.68,         14.88
2021,1702,南僑,5.12,13.18
2022,1702,南僑,          2.76,          5.71
