年份,公司代號,公司名稱,ROE,ROA
2003,2059,川湖,20.89,34.02
2004,2059,川湖,30.22,45.6
2005,2059,川湖,32.75,43.1
2006,2059,川湖,29.21,36.25
2007,2059,川湖,23.32,32.51
2008,2059,川湖,21.47,32.47
2009,2059,川湖,14.83,22.03
2010,2059,川湖,14.35,20.7
2011,2059,川湖,16.98,23.79
2013,2059,川湖,20.81,26.55
2014,2059,川湖,23.23,28.04
2015,2059,川湖,21.78,25.5
2016,2059,川湖,16.4,18.79
2017,2059,川湖,9.17,10.42
2018,2059,川湖,16.84,18.83
2019,2059,川湖,13.1,14.98
2020,2059,川湖,8.99,         10.66
2021,2059,川湖,14.44,17.47
2022,2059,川湖,         23.44,         28.72
