年份,公司代號,公司名稱,ROE,ROA
1990,2520,冠德,4.54,         21.63
1991,2520,冠德,5.49,25.01
1992,2520,冠德,7.14,34.87
1993,2520,冠德,8.23,32.71
1994,2520,冠德,7.22,18.55
1995,2520,冠德,5.7,11.73
1996,2520,冠德,5.43,11.02
1997,2520,冠德,5.79,12.11
1998,2520,冠德,5.02,12.74
1999,2520,冠德,3.84,11.55
2000,2520,冠德,2.64,6.93
2001,2520,冠德,          1.39,3.0
2004,2520,冠德,0.25,0.02
2005,2520,冠德,0.97,1.3
2006,2520,冠德,1.42,2.28
2007,2520,冠德,2.86,4.65
2008,2520,冠德,3.7,5.62
2009,2520,冠德,7.78,15.62
2010,2520,冠德,8.88,19.38
2011,2520,冠德,4.91,10.17
2013,2520,冠德,3.59,11.52
2014,2520,冠德,7.89,24.93
2015,2520,冠德,2.15,5.33
2016,2520,冠德,2.38,6.19
2017,2520,冠德,1.44,3.63
2018,2520,冠德,2.02,5.06
2019,2520,冠德,3.56,11.05
2020,2520,冠德,7.42,         24.58
2021,2520,冠德,7.78,21.83
2022,2520,冠德,          6.15,         15.06
