年份,公司代號,公司名稱,ROE,ROA
1990,2302,麗正,2.48,          1.30
1991,2302,麗正,-5.8,-15.26
1992,2302,麗正,-5.98,-17.65
1993,2302,麗正,3.24,0.2
1994,2302,麗正,6.56,6.48
1995,2302,麗正,-23.25,-40.52
1996,2302,麗正,-17.13,-44.1
1997,2302,麗正,6.84,12.56
1998,2302,麗正,13.69,20.55
2001,2302,麗正,         -0.90,-1.39
2002,2302,麗正,-17.1,-20.7
2003,2302,麗正,-9.04,-11.28
2004,2302,麗正,-13.76,-17.51
2005,2302,麗正,0.33,0.1
2006,2302,麗正,-23.56,-30.0
2007,2302,麗正,-18.78,-25.02
2008,2302,麗正,-11.62,-15.84
2009,2302,麗正,0.3,0.27
2010,2302,麗正,1.77,2.2
2011,2302,麗正,-3.49,-4.53
2013,2302,麗正,1.33,1.62
2014,2302,麗正,5.7,7.05
2015,2302,麗正,0.34,0.29
2016,2302,麗正,0.77,0.82
2017,2302,麗正,-1.65,-2.06
2018,2302,麗正,1.5,1.69
2019,2302,麗正,0.11,0.03
2020,2302,麗正,5.25,          6.30
2021,2302,麗正,4.02,4.8
2022,2302,麗正,          8.23,          9.66
