年份,公司代號,公司名稱,ROE,ROA
1990,1219,福壽,5.88,          5.64
1991,1219,福壽,3.62,2.59
1992,1219,福壽,1.83,0.78
1993,1219,福壽,3.73,4.06
1994,1219,福壽,4.49,5.18
1995,1219,福壽,7.7,9.41
1996,1219,福壽,1.48,0.89
1998,1219,福壽,-1.71,-5.05
1999,1219,福壽,0.48,-0.88
2000,1219,福壽,1.61,1.05
2001,1219,福壽,          1.37,1.24
2002,1219,福壽,1.81,1.96
2003,1219,福壽,1.04,1.05
2004,1219,福壽,-0.28,-1.01
2005,1219,福壽,1.29,1.62
2006,1219,福壽,2.14,2.8
2007,1219,福壽,3.57,4.92
2008,1219,福壽,-0.16,-1.05
2009,1219,福壽,4.66,7.09
2010,1219,福壽,4.25,6.17
2011,1219,福壽,9.47,14.27
2013,1219,福壽,0.66,0.75
2014,1219,福壽,2.56,3.57
2015,1219,福壽,1.61,2.57
2016,1219,福壽,2.37,4.07
2017,1219,福壽,1.13,1.42
2018,1219,福壽,-0.66,-2.49
2019,1219,福壽,2.16,3.66
2020,1219,福壽,6.85,         13.55
2021,1219,福壽,3.51,6.38
2022,1219,福壽,          3.61,          6.95
