年份,公司代號,公司名稱,ROE,ROA
1989,1423,利華,1.17,0.92
1990,1423,利華,-4.38,        -14.32
1991,1423,利華,9.21,15.73
1992,1423,利華,6.58,10.09
1993,1423,利華,2.09,2.65
1994,1423,利華,6.63,8.81
1995,1423,利華,-1.57,-3.56
1996,1423,利華,0.8,0.47
1997,1423,利華,3.41,4.33
1998,1423,利華,-11.09,-17.38
1999,1423,利華,2.62,2.86
2000,1423,利華,2.5,3.01
2001,1423,利華,          4.13,5.54
2002,1423,利華,4.16,5.63
2003,1423,利華,-0.15,-0.43
2004,1423,利華,-1.31,-2.03
2005,1423,利華,-1.32,-1.73
2006,1423,利華,1.14,1.31
2007,1423,利華,6.49,7.46
2008,1423,利華,-7.79,-8.95
2009,1423,利華,1.79,2.05
2010,1423,利華,-0.58,-0.67
2011,1423,利華,1.92,2.19
2013,1423,利華,-0.12,-0.14
2014,1423,利華,-2.58,-2.82
2015,1423,利華,-1.26,-1.38
2016,1423,利華,0.17,0.19
2017,1423,利華,1.62,1.77
2018,1423,利華,3.75,4.1
2019,1423,利華,-1.39,-1.52
2020,1423,利華,11.97,         13.20
2021,1423,利華,4.55,5.03
2022,1423,利華,          2.17,          2.38
