年份,公司代號,公司名稱,ROE,ROA
1993,1720,生達,15.33,23.16
1994,1720,生達,15.61,23.59
1995,1720,生達,11.09,15.73
1996,1720,生達,9.83,13.92
1997,1720,生達,9.15,13.74
1999,1720,生達,8.09,10.63
2000,1720,生達,7.1,9.46
2001,1720,生達,          7.94,10.89
2002,1720,生達,6.9,9.51
2003,1720,生達,6.64,10.58
2004,1720,生達,7.24,11.76
2005,1720,生達,9.4,13.74
2006,1720,生達,10.52,13.79
2007,1720,生達,8.76,10.97
2008,1720,生達,8.82,11.13
2009,1720,生達,8.69,11.36
2010,1720,生達,5.76,7.81
2011,1720,生達,6.18,8.81
2013,1720,生達,5.94,9.06
2014,1720,生達,7.25,10.68
2015,1720,生達,6.65,9.82
2016,1720,生達,6.24,9.2
2017,1720,生達,6.96,10.32
2018,1720,生達,6.79,10.13
2019,1720,生達,7.16,10.58
2020,1720,生達,9.04,         13.10
2021,1720,生達,9.82,14.3
2022,1720,生達,         11.09,         16.21
