年份,公司代號,公司名稱,ROE,ROA
1990,1443,立益物流,0.22,         -3.68
1991,1443,立益物流,2.65,2.87
1992,1443,立益物流,-2.12,-4.3
1993,1443,立益物流,0.89,0.02
1994,1443,立益物流,8.68,10.85
1995,1443,立益物流,-2.56,-4.68
1996,1443,立益物流,6.18,8.57
1997,1443,立益物流,8.45,10.14
1998,1443,立益物流,5.99,6.99
1999,1443,立益物流,-1.11,-1.68
2000,1443,立益物流,-4.72,-7.48
2001,1443,立益物流,         -5.10,-9.12
2002,1443,立益物流,-4.46,-8.63
2003,1443,立益物流,-3.37,-7.04
2004,1443,立益物流,-4.77,-9.5
2005,1443,立益物流,-4.05,-8.71
2006,1443,立益物流,-1.1,-3.01
2007,1443,立益物流,-7.63,-15.46
2008,1443,立益物流,-2.75,-6.81
2009,1443,立益物流,-6.92,-15.96
2010,1443,立益物流,0.94,1.23
2011,1443,立益物流,-4.59,-11.7
2013,1443,立益物流,-1.26,-11.01
2014,1443,立益物流,-2.43,-17.88
2015,1443,立益物流,-2.29,-18.93
2016,1443,立益物流,-3.49,-26.83
2017,1443,立益物流,-5.27,-49.71
2018,1443,立益物流,-11.38,-107.89
2019,1443,立益物流,1.93,0.36
2020,1443,立益物流,0.41,         -7.34
2021,1443,立益物流,4.86,20.74
2022,1443,立益物流,          3.64,         11.36
