年份,公司代號,公司名稱,ROE,ROA
1993,2420,新巨,16.07,22.72
1994,2420,新巨,14.4,18.69
1995,2420,新巨,10.57,14.22
1996,2420,新巨,10.37,13.98
2000,2420,新巨,5.37,7.41
2001,2420,新巨,          5.59,8.25
2002,2420,新巨,9.28,13.95
2003,2420,新巨,8.43,12.41
2004,2420,新巨,9.27,13.66
2005,2420,新巨,11.43,17.39
2006,2420,新巨,12.47,19.18
2007,2420,新巨,10.28,15.53
2008,2420,新巨,6.23,8.9
2009,2420,新巨,5.56,7.82
2010,2420,新巨,10.02,14.82
2011,2420,新巨,10.76,15.96
2013,2420,新巨,11.42,20.42
2014,2420,新巨,10.57,22.34
2015,2420,新巨,11.5,23.41
2016,2420,新巨,9.32,19.34
2017,2420,新巨,7.23,15.34
2018,2420,新巨,8.47,16.47
2019,2420,新巨,8.78,15.73
2020,2420,新巨,8.06,         13.95
2021,2420,新巨,10.57,17.48
2022,2420,新巨,         12.26,         19.00
