年份,公司代號,公司名稱,ROE,ROA
1998,1536,和大,5.42,8.63
1999,1536,和大,5.39,7.84
2000,1536,和大,5.24,6.58
2001,1536,和大,          4.50,4.38
2002,1536,和大,6.02,8.84
2003,1536,和大,6.51,11.0
2004,1536,和大,5.95,13.41
2005,1536,和大,9.15,23.2
2006,1536,和大,6.67,15.32
2007,1536,和大,4.85,11.04
2008,1536,和大,-1.98,-11.3
2009,1536,和大,-17.82,-73.17
2010,1536,和大,3.73,7.33
2011,1536,和大,5.08,11.38
2013,1536,和大,7.49,17.25
2014,1536,和大,10.79,23.12
2015,1536,和大,13.84,30.37
2016,1536,和大,11.73,27.84
2017,1536,和大,9.87,22.46
2018,1536,和大,8.66,18.39
2019,1536,和大,4.43,9.68
2020,1536,和大,2.1,          4.38
2021,1536,和大,2.09,4.5
2022,1536,和大,          3.31,          7.10
