公司代號,公司名稱,ROE,ROA
1101,台泥,          6.53,         10.51
1102,亞泥,         10.35,         13.91
1103,嘉泥,          1.90,          2.13
1104,環泥,          4.56,          6.62
1108,幸福,          3.44,          5.08
1109,信大,          5.39,          5.97
1110,東泥,          3.03,          3.62
1201,味全,          3.85,          8.54
1203,味王,         -1.12,         -2.36
1210,大成,          7.27,         12.22
1213,大飲,          0.31,          0.37
1215,卜蜂,          1.64,          1.77
1216,統一,          3.21,          4.91
1217,愛之味,          3.04,          4.17
1218,泰山,          0.07,         -1.51
1219,福壽,          1.29,          1.62
1220,台榮,         -0.72,         -2.05
1225,福懋油,          1.72,          1.80
1227,佳格,          5.12,          7.16
1229,聯華,          7.57,          9.02
1231,聯華食,          2.32,          3.15
1232,大統益,          9.63,         14.80
1233,天仁,          8.43,         12.48
1234,黑松,          0.92,          1.09
1235,興泰,          3.43,          4.40
1236,宏亞,          9.54,         15.98
1301,台塑,         15.10,         23.22
1303,南亞,         13.09,         21.38
1304,台聚,          4.86,          6.72
1305,華夏,         -5.40,        -11.55
1307,三芳,          5.94,         10.10
1308,亞聚,          6.45,          7.74
1309,台達化,          1.39,          1.66
1310,台苯,         -2.76,         -4.54
1312,國喬,          2.96,          4.48
1313,聯成,          5.20,          6.80
1314,中石化,          3.93,          7.13
1315,達新,          5.81,          7.64
1316,上曜,         -3.90,         -6.14
1319,東陽,         10.19,         15.64
1321,大洋,         10.60,         14.89
1323,永裕,          1.57,          1.75
1324,地球,          2.98,          4.03
1325,恆大,          2.79,          3.16
1326,台化,         18.00,         26.97
1402,遠東新,          7.90,         11.50
1409,新纖,          0.86,          0.53
1410,南染,         -1.97,         -2.40
1413,宏洲,         -8.78,        -17.94
1414,東和,         -6.68,        -26.85
1416,廣豐,         -2.41,         -4.32
1417,嘉裕,        -12.65,        -17.51
1418,東華,        -14.53,        -28.04
1419,新紡,          2.85,          4.37
1423,利華,         -1.32,         -1.73
1432,大魯閣,         -7.97,        -63.79
1434,福懋,          7.25,         11.30
1435,中福,          1.19,          0.94
1436,華友聯,         -0.78,         -0.79
1437,勤益控,         -7.80,        -15.34
1438,三地開發,         -3.00,        -24.00
1439,雋揚,          0.39,         -0.08
1440,南紡,          0.10,          0.11
1441,大東,         -2.49,        -15.16
1442,名軒,          0.27,          0.22
1443,立益物流,         -4.05,         -8.71
1444,力麗,         -7.42,        -12.18
1445,大宇,         -0.71,         -6.09
1446,宏和,        -21.88,        -34.03
1447,力鵬,          0.90,          0.73
1449,佳和,        -10.59,        -26.22
1451,年興,         10.88,         13.04
1452,宏益,         -2.41,         -2.76
1453,大將,        -38.94,        -84.87
1454,台富,         -1.33,         -2.23
1455,集盛,         -1.71,         -3.06
1456,怡華,         -3.67,        -25.05
1457,宜進,         -1.75,         -4.95
1459,聯發,         -3.08,         -5.36
1460,宏遠,          0.99,          0.93
1463,強盛,          0.84,          0.94
1464,得力,        -20.13,        -27.73
1465,偉全,          5.15,          6.27
1466,聚隆,         -4.18,        -24.18
1467,南緯,          5.03,          8.97
1468,昶和,          0.40,          0.20
1470,大統新創,          0.14,          0.16
1471,首利,         10.03,         17.12
1472,三洋實業,        -10.04,        -11.54
1473,台南,         11.95,         18.36
1474,弘裕,          4.16,          6.91
1475,業旺,        -11.63,        -31.07
1476,儒鴻,          9.51,         16.62
1477,聚陽,         15.75,         28.67
1503,士電,          4.20,          6.70
1504,東元,          3.62,          5.84
1506,正道,          1.26,          0.51
1512,瑞利,          3.38,          5.80
1513,中興電,          7.70,         15.34
1514,亞力,          1.50,          1.95
1515,力山,         -2.17,         -6.79
1516,川飛,          0.72,          0.06
1517,利奇,          0.66,          0.83
1519,華城,          3.30,          6.45
