公司代號,公司名稱,ROE,ROA
1101,台泥,          1.40,          1.79
1102,亞泥,          4.25,          6.91
1103,嘉泥,         -0.10,         -0.73
1104,環泥,          8.39,         10.67
1108,幸福,          6.96,         12.17
1109,信大,          4.47,          5.31
1110,東泥,          1.07,          1.24
1201,味全,          1.90,          3.38
1203,味王,          9.22,         13.86
1210,大成,          5.43,         10.06
1213,大飲,         -6.02,        -18.77
1215,卜蜂,          6.73,         17.15
1216,統一,          5.33,         14.22
1217,愛之味,          2.77,          4.30
1218,泰山,         43.53,         60.55
1219,福壽,          3.61,          6.95
1220,台榮,          2.33,          2.85
1225,福懋油,          4.22,          8.99
1227,佳格,          4.60,          6.85
1229,聯華,          7.00,          8.81
1231,聯華食,          9.13,         17.89
1232,大統益,         17.71,         24.79
1233,天仁,          2.45,          3.50
1234,黑松,          3.94,          4.86
1235,興泰,          4.59,          6.37
1236,宏亞,         11.36,         16.76
1256,鮮活果汁-KY,          9.81,         11.44
1301,台塑,          7.01,          9.50
1303,南亞,          6.09,          9.35
1304,台聚,          0.14,         -0.11
1305,華夏,         -1.88,         -3.09
1307,三芳,          3.42,          5.83
1308,亞聚,          8.23,          9.75
1309,台達化,          4.18,          5.54
1310,台苯,         -3.58,         -4.71
1312,國喬,         -0.71,         -1.21
1313,聯成,         -1.97,         -4.41
1314,中石化,          0.41,          0.26
1315,達新,          5.87,          6.40
1316,上曜,          1.16,          1.05
1319,東陽,          6.20,          8.75
1321,大洋,         -0.22,         -0.68
1323,永裕,          5.48,         10.33
1324,地球,          0.40,          0.50
1325,恆大,          0.44,          0.46
1326,台化,          1.84,          2.25
1337,再生-KY,         -9.02,         -9.36
1338,廣華-KY,          1.67,          1.96
1339,昭輝,          7.97,         10.89
1340,勝悅-KY,         -8.29,         -8.55
1341,富林-KY,         13.11,         24.20
1342,八貫,         18.73,         28.05
1402,遠東新,          2.58,          3.93
1409,新纖,          2.35,          7.84
1410,南染,          4.00,          4.80
1413,宏洲,          4.02,          8.34
1414,東和,          2.42,          3.30
1416,廣豐,          2.50,          2.74
1417,嘉裕,          2.73,          3.94
1418,東華,          1.53,          1.78
1419,新紡,         12.79,         19.04
1423,利華,          2.17,          2.38
1432,大魯閣,          0.19,         -4.93
1434,福懋,          4.56,          5.77
1435,中福,        -23.39,        -27.30
1436,華友聯,          5.24,         20.02
1437,勤益控,          3.74,          5.85
1438,三地開發,          5.53,         23.91
1439,雋揚,          3.15,          4.68
1440,南紡,          2.71,          4.26
1441,大東,        -11.76,        -42.31
1442,名軒,          4.24,         10.84
1443,立益物流,          3.64,         11.36
1444,力麗,          2.62,          3.89
1445,大宇,          0.57,          0.67
1446,宏和,         -0.57,         -2.54
1447,力鵬,          0.22,         -0.17
1449,佳和,          2.75,          6.47
1451,年興,          4.79,          5.68
1452,宏益,          4.21,          4.64
1453,大將,         -0.55,         -0.88
1454,台富,          1.62,          2.00
1455,集盛,         -2.66,         -4.05
1456,怡華,          1.01,         -4.61
1457,宜進,         11.21,         23.99
1459,聯發,         -6.74,        -14.14
1460,宏遠,          0.87,          0.31
1463,強盛,          2.59,          2.99
1464,得力,          2.99,          7.31
1465,偉全,          5.06,          5.86
1466,聚隆,         -1.08,         -3.98
1467,南緯,          0.44,         -1.32
1468,昶和,          1.78,          3.02
1470,大統新創,          2.77,          3.32
1471,首利,        -10.69,        -12.05
1472,三洋實業,          0.66,          0.48
1473,台南,          6.11,          9.13
1474,弘裕,          2.41,          3.81
1475,業旺,         28.33,         35.94
1476,儒鴻,         21.85,         29.34
1477,聚陽,         15.86,         24.21
1503,士電,          4.55,          7.62
1504,東元,          3.16,          4.39
1506,正道,          3.84,          5.27
1512,瑞利,         -7.64,        -81.69
1513,中興電,          7.00,         19.73
1514,亞力,          6.01,         13.97
1515,力山,         -2.77,         -7.71
1516,川飛,          8.20,         10.71
1517,利奇,         10.00,         13.93
1519,華城,          7.95,         21.13
1521,大億,          2.78,          5.04
1522,堤維西,          4.67,         11.54
1524,耿鼎,          6.67,         14.10
1525,江申,          4.96,          5.96
1526,日馳,         13.76,         28.43
1527,鑽全,         14.08,         16.57
