公司代號,公司名稱,ROE,ROA
1101,台泥,         15.71,         20.46
1102,亞泥,         13.91,         19.36
1103,嘉泥,         11.93,         15.36
1104,環泥,         15.85,         19.60
1108,幸福,         11.70,         16.60
1109,信大,         16.70,         20.13
1201,味全,          3.64,          3.39
1203,味王,          5.42,          6.40
1210,大成,          8.98,         11.83
1213,大飲,        -15.16,        -28.92
1215,卜蜂,          5.97,          6.71
1216,統一,         12.01,         22.07
1217,愛之味,          5.09,          6.08
1218,泰山,          6.50,          8.04
1219,福壽,          3.62,          2.59
1220,台榮,          9.87,         12.55
1225,福懋油,          5.80,          5.37
1227,佳格,         23.16,         39.56
1229,聯華,          6.51,          7.32
1301,台塑,         12.28,         15.49
1303,南亞,         12.30,         20.50
1304,台聚,          6.62,          7.92
1305,華夏,          6.32,          9.65
1307,三芳,          6.90,          9.83
1308,亞聚,         11.73,         13.26
1309,台達化,          2.27,          2.48
1310,台苯,         -8.23,        -14.70
1312,國喬,          0.84,          0.52
1313,聯成,          4.80,          5.00
1314,中石化,          4.11,          4.70
1315,達新,         11.85,         15.36
1316,上曜,         28.39,         42.25
1326,台化,         12.99,         17.71
1402,遠東新,          8.00,         11.30
1409,新纖,          9.13,         11.19
1410,南染,         12.02,         14.22
1413,宏洲,         14.73,         19.48
1414,東和,         -0.27,         -2.26
1416,廣豐,          2.17,          2.48
1417,嘉裕,          4.04,          5.03
1418,東華,          6.72,          7.47
1419,新紡,         -0.10,         -4.47
1423,利華,          9.21,         15.73
1432,大魯閣,          8.19,         10.48
1434,福懋,         14.27,         18.81
1435,中福,          4.48,          4.88
1436,華友聯,          3.38,          1.03
1437,勤益控,          2.59,          2.90
1438,三地開發,          3.29,          3.78
1439,雋揚,          6.74,         10.26
1440,南紡,          8.92,         11.50
1441,大東,          3.58,          1.45
1442,名軒,        -14.15,        -45.07
1443,立益物流,          2.65,          2.87
1444,力麗,          7.78,         12.42
1445,大宇,         13.43,         18.64
1446,宏和,          8.65,         13.61
1447,力鵬,         12.59,         16.87
1449,佳和,         12.30,         16.77
1451,年興,         13.31,         20.77
1452,宏益,         11.17,         16.56
1453,大將,         11.56,         16.05
1454,台富,         11.21,         19.50
1455,集盛,         19.78,         27.67
1456,怡華,          7.91,         11.33
1503,士電,          6.00,          9.00
1504,東元,         11.30,         16.41
1506,正道,          4.15,          4.30
1512,瑞利,          7.38,         11.18
1515,力山,         15.33,         30.62
1603,華電,          7.32,         10.67
1604,聲寶,          3.37,          4.01
1605,華新,          9.38,         11.51
1608,華榮,         13.76,         17.29
1609,大亞,          5.19,          4.83
1611,中電,          6.60,          9.70
1612,宏泰,         15.09,         21.76
1701,中化,         -1.53,         -7.15
1702,南僑,          8.87,          2.94
1707,葡萄王,         10.59,         13.53
1708,東鹼,          4.41,          4.88
1709,和益,          4.65,          5.23
1710,東聯,          0.81,          0.92
1711,永光,         13.97,         17.73
1712,興農,         14.23,         20.22
1713,國化,          3.48,          3.60
1714,和桐,         11.00,         13.98
1717,長興,         10.15,         18.78
1718,中纖,          0.62,          0.16
1802,台玻,          7.44,          9.90
1805,寶徠,          1.20,         -0.92
1806,冠軍,         30.43,         39.93
1810,和成,         21.44,         33.19
1903,士紙,          2.95,          0.88
1904,正隆,          3.10,          2.63
1905,華紙,         -1.71,         -4.60
1906,寶隆,          6.87,         10.47
1907,永豐餘,          4.03,          3.05
1909,榮成,          2.71,          0.61
2002,中鋼,          7.88,         10.57
2006,東和鋼鐵,          7.23,          9.34
2007,燁興,          6.24,          7.15
2008,高興昌,          4.02,          1.20
2009,第一銅,          5.43,          5.26
2010,春源,          8.24,         13.18
2012,春雨,          5.62,          5.63
2013,中鋼構,          9.32,         25.90
2014,中鴻,          7.73,          7.41
2015,豐興,         10.95,         18.81
2017,官田鋼,          8.61,         12.79
2101,南港,         -2.28,        -15.68
2102,泰豐,          3.80,          5.44
2103,台橡,          9.83,         13.64
2104,國際中橡,          8.79,          9.81
2105,正新,         11.07,         15.89
2106,建大,          5.75,          7.69
2107,厚生,          7.09,          9.27
2108,南帝,         11.20,         14.86
2201,裕隆,          8.10,         11.10
2204,中華,         16.91,         24.82
2302,麗正,         -5.80,        -15.26
2303,聯電,          8.34,          9.61
2305,全友,         10.20,         12.84
2308,台達電,          6.75,          9.58
2312,金寶,          5.10,          8.24
2313,華通,          5.20,          5.83
2314,台揚,         18.32,         26.58
2316,楠梓電,          5.90,          8.07
2317,鴻海,         13.01,         17.58
2321,東訊,         14.08,         18.76
2323,中環,          8.43,         13.88
2324,仁寶,          8.04,         12.25
2327,國巨,         13.63,         17.75
2328,廣宇,         15.73,         26.86
2371,大同,          5.52,          2.15
2373,震旦行,         10.99,         17.78
2501,國建,         13.74,         23.50
2504,國產,          6.86,          7.30
2505,國揚,          4.61,          3.26
2506,太設,          6.15,          8.84
2509,全坤建,          1.48,          2.45
2511,太子,         10.60,         13.10
2514,龍邦,         10.25,         39.06
2515,中工,          4.20,         11.29
2516,新建,         13.21,         33.40
2520,冠德,          5.49,         25.01
2540,愛山林,        -16.17,        -66.27
2601,益航,          6.41,          7.04
2603,長榮,          8.15,         11.94
2605,新興,         12.12,         22.71
2606,裕民,         10.14,         11.60
2607,榮運,         13.40,         18.49
2608,嘉里大榮,         11.26,         16.02
2609,陽明,          2.85,          3.21
2610,華航,          8.98,         20.94
2611,志信,         13.56,         19.51
2701,萬企,          0.60,          0.70
2702,華園,          6.91,          9.14
2704,國賓,          2.38,          9.16
2705,六福,          0.81,          1.03
2706,第一店,          9.80,         13.40
2801,彰銀,          0.64,         26.23
2809,京城銀,          1.12,         15.40
2812,台中銀,          1.16,         27.39
2816,旺旺保,          2.59,         15.50
2901,欣欣,          1.96,          2.21
2903,遠百,          8.10,         13.70
2904,匯僑,        -19.31,       -312.73
2905,三商,          6.81,         10.25
2906,高林,          6.36,          6.01
2908,特力,         16.94,         25.93
2913,農林,         -5.57,        -12.89
2915,潤泰全,          3.39,          0.18
9902,台火,          2.32,          2.08
9904,寶成,          9.03,         14.27
9905,大華,         10.45,         11.47
9906,欣巴巴,         10.81,         15.61
9907,統一實,          8.35,         10.28
9908,大台北,          4.81,          7.05
9910,豐泰,         12.47,         23.03
9911,櫻花,          7.78,         10.54
9912,偉聯,         18.74,         25.65
9914,美利達,          9.09,         18.29
9917,中保科,         14.74,         36.21
9933,中鼎,         15.79,         27.88
9945,潤泰新,          7.37,         27.13
