公司代號,公司名稱,ROE,ROA
1101,台泥,          7.58,         12.54
1102,亞泥,          8.22,         13.54
1103,嘉泥,          4.27,          6.32
1104,環泥,          5.08,          6.35
1108,幸福,          1.06,          1.07
1109,信大,         13.79,         17.87
1110,東泥,          0.39,          0.39
1201,味全,          7.46,         20.55
1203,味王,          7.90,         11.86
1210,大成,          7.35,         12.78
1213,大飲,         -2.55,         -7.37
1215,卜蜂,         10.96,         22.96
1216,統一,          6.89,         16.55
1217,愛之味,          1.34,          1.16
1218,泰山,          6.63,          8.96
1219,福壽,          2.16,          3.66
1220,台榮,          4.60,          5.72
1225,福懋油,          5.98,         10.91
1227,佳格,         14.11,         20.94
1229,聯華,          8.30,         10.11
1231,聯華食,          7.58,         14.80
1232,大統益,         17.87,         24.75
1233,天仁,          6.94,          9.73
1234,黑松,          3.77,          4.77
1235,興泰,          1.32,          1.22
1236,宏亞,          0.71,          0.90
1256,鮮活果汁-KY,         19.34,         28.54
1301,台塑,          7.69,         10.59
1303,南亞,          4.36,          6.25
1304,台聚,          3.96,          6.73
1305,華夏,          5.54,          7.97
1307,三芳,          3.13,          5.22
1308,亞聚,          5.33,          8.28
1309,台達化,          5.25,          9.60
1310,台苯,          8.97,         11.80
1312,國喬,          7.11,          8.23
1313,聯成,          0.39,         -0.69
1314,中石化,          1.98,          2.58
1315,達新,          7.10,          8.66
1316,上曜,         -0.77,         -2.73
1319,東陽,          5.37,          8.32
1321,大洋,          1.21,          2.19
1323,永裕,          7.82,         15.19
1324,地球,          0.26,          0.32
1325,恆大,          1.83,          1.95
1326,台化,          6.29,          8.18
1337,再生-KY,         -7.67,         -8.64
1338,廣華-KY,          4.41,          5.83
1339,昭輝,          6.79,         11.01
1340,勝悅-KY,         -6.79,         -7.07
1341,富林-KY,         13.48,         24.02
1342,八貫,         13.11,         21.19
1402,遠東新,          3.44,          5.26
1409,新纖,          1.97,          5.99
1410,南染,          4.58,          5.53
1413,宏洲,          2.98,          5.87
1414,東和,          0.99,          1.18
1416,廣豐,         -1.28,         -3.28
1417,嘉裕,          7.44,          9.74
1418,東華,         -7.27,        -28.84
1419,新紡,          3.19,          4.42
1423,利華,         -1.39,         -1.52
1432,大魯閣,        -14.15,        -43.64
1434,福懋,          5.53,          6.65
1435,中福,          1.94,          2.31
1436,華友聯,          3.47,          8.83
1437,勤益控,          8.81,         14.59
1438,三地開發,         -1.78,         -2.02
1439,雋揚,         39.85,         41.34
1440,南紡,          0.59,          0.36
1441,大東,        -10.89,        -24.75
1442,名軒,          0.89,          1.95
1443,立益物流,          1.93,          0.36
1444,力麗,          0.05,         -0.54
1445,大宇,         -1.94,         -2.35
1446,宏和,          0.04,          0.02
1447,力鵬,         -1.05,         -2.37
1449,佳和,         -3.88,        -14.54
1451,年興,         -0.68,         -0.94
1452,宏益,          6.42,          7.04
1453,大將,         -3.42,         -3.49
1454,台富,          1.79,          2.28
1455,集盛,         -2.74,         -4.09
1456,怡華,          1.46,          2.15
1457,宜進,          3.96,          7.80
1459,聯發,         -0.55,         -2.85
1460,宏遠,         -1.37,         -5.44
1463,強盛,          4.61,          5.12
1464,得力,          4.43,         10.70
1465,偉全,        -12.29,        -16.37
1466,聚隆,         -2.20,         -6.22
1467,南緯,         -1.30,         -6.76
1468,昶和,          2.90,          4.75
1470,大統新創,          6.60,          7.88
1471,首利,        -23.62,        -43.12
1472,三洋實業,          5.47,         14.17
1473,台南,          1.91,          2.09
1474,弘裕,          1.43,          2.04
1475,業旺,         20.81,         58.62
1476,儒鴻,         19.19,         24.53
1477,聚陽,         14.03,         21.34
1503,士電,          4.40,          7.28
1504,東元,          3.90,          5.86
1506,正道,        -11.87,        -34.29
1512,瑞利,        -14.41,        -94.09
1513,中興電,          3.67,          8.28
1514,亞力,          5.32,          9.93
1515,力山,         18.58,         42.40
1516,川飛,          3.11,          3.55
1517,利奇,          0.35,          0.48
1519,華城,          5.73,         12.89
1521,大億,         10.21,         19.22
1522,堤維西,          3.73,         10.56
1524,耿鼎,          3.33,          6.56
1525,江申,          5.82,          7.05
1526,日馳,          5.00,          8.06
1527,鑽全,          6.53,         14.88
1528,恩德,         -4.51,        -10.97
1529,樂事綠能,          2.75,          4.84
1530,亞崴,          1.85,          3.70
1531,高林股,          0.68,          0.80
1532,勤美,          2.17,          4.05
1533,車王電,          5.41,          4.91
1535,中宇,          1.84,          4.25
1536,和大,          4.43,          9.68
1537,廣隆,         17.96,         25.25
1538,正峰,        -12.29,        -64.30
1539,巨庭,          2.55,          5.22
1540,喬福,          6.50,          8.02
1541,錩泰,          8.77,         21.06
1558,伸興,         10.43,         14.26
1560,中砂,          7.49,         11.78
1568,倉佑,          1.16,          1.77
1582,信錦,         10.38,         16.72
1583,程泰,          2.75,          5.48
1587,吉茂,          0.72,          0.17
1589,永冠-KY,          2.21,          2.06
1590,亞德客-KY,          7.87,         15.45
1597,直得,          5.66,          8.82
1598,岱宇,          3.74,         10.18
1603,華電,          3.08,          4.64
1604,聲寶,          6.46,         11.69
1605,華新,          3.12,          4.79
1608,華榮,          6.32,          9.63
1609,大亞,          3.91,          7.09
1611,中電,         13.22,         16.24
1612,宏泰,          3.71,          4.42
1614,三洋電,          3.91,          4.78
1615,大山,          9.50,         14.07
1616,億泰,         -1.71,         -3.70
1617,榮星,          3.32,          5.15
1618,合機,          1.54,          1.69
1626,艾美特-KY,          3.78,          9.23
1701,中化,          3.76,          6.61
1702,南僑,          5.13,         15.93
1707,葡萄王,         17.75,         26.92
1708,東鹼,          3.50,          4.68
1709,和益,          2.04,          2.82
1710,東聯,          0.06,         -1.45
1711,永光,          3.10,          4.35
1712,興農,          4.90,          9.64
1713,國化,          3.91,          4.18
1714,和桐,          2.18,          2.53
1717,長興,          5.23,         11.15
1718,中纖,          0.95,          4.34
1720,生達,          7.16,         10.58
1721,三晃,          0.21,         -0.30
1722,台肥,          2.72,          4.06
1723,中碳,         11.03,         17.57
1725,元禎,          3.74,          5.88
1726,永記,          6.89,          8.10
1727,中華化,          1.47,          2.11
1730,花仙子,         13.38,         21.32
1731,美吾華,          3.87,          5.78
1732,毛寶,          4.30,          5.63
1733,五鼎,          4.50,          6.80
1734,杏輝,         -2.19,         -4.47
1735,日勝化,          4.49,          8.27
1736,喬山,          5.68,         14.74
1737,臺鹽,          4.65,          5.61
1752,南光,          6.97,         10.26
1760,寶齡富錦,          8.70,         11.90
1762,中化生,          3.77,          5.85
1773,勝一,         13.58,         18.19
1776,展宇,          4.08,          6.64
1783,和康生,          5.42,          7.10
1786,科妍,          7.07,          9.89
1789,神隆,          2.16,          2.08
1795,美時,          5.79,          8.79
1802,台玻,         -1.12,         -3.53
1805,寶徠,         -3.90,        -11.57
1806,冠軍,         -3.28,         -6.89
1808,潤隆,          3.59,         10.22
1809,中釉,         -1.46,         -2.12
1810,和成,          0.92,          0.64
1817,凱撒衛,          7.73,         10.60
1903,士紙,         -2.35,         -6.99
1904,正隆,          4.73,          9.44
1905,華紙,         -0.73,         -1.97
1906,寶隆,          2.35,          3.20
1907,永豐餘,          2.84,          5.44
1909,榮成,          2.67,          2.28
2002,中鋼,          1.91,          3.06
2006,東和鋼鐵,          3.73,          6.45
2007,燁興,         -2.49,        -21.48
2008,高興昌,         -1.69,         -5.15
2009,第一銅,         -1.77,         -2.72
2010,春源,          1.57,          2.16
2012,春雨,          5.83,         12.37
2013,中鋼構,          1.32,          3.70
2014,中鴻,          0.34,          0.07
2015,豐興,          8.91,         10.63
2017,官田鋼,         -1.27,         -2.97
2020,美亞,          7.72,         14.17
2022,聚亨,         -6.95,        -17.22
2023,燁輝,         -0.76,         -5.96
2024,志聯,          1.33,          1.47
2025,千興,         -8.15,        -24.52
2027,大成鋼,          3.90,          5.95
2028,威致,          4.20,          8.35
2029,盛餘,          0.37,          0.35
2030,彰源,          3.46,          6.69
2031,新光鋼,          1.51,          1.68
2032,新鋼,          2.41,          2.86
2033,佳大,          3.13,          3.67
2034,允強,          5.41,          8.13
2038,海光,         -2.36,         -8.15
2049,上銀,          3.71,          6.82
2059,川湖,         13.10,         14.98
2062,橋椿,          1.05,          1.32
2069,運錩,          1.68,          0.22
2101,南港,          4.87,         10.77
2102,泰豐,         -4.37,         -8.73
2103,台橡,          3.09,          4.90
2104,國際中橡,          2.61,          3.50
2105,正新,          2.89,          4.46
2106,建大,          3.02,          5.36
2107,厚生,          4.09,          5.09
2108,南帝,         14.25,         17.39
2109,華豐,          2.76,          3.64
2114,鑫永銓,         14.85,         17.21
2115,六暉-KY,          6.67,         10.68
2201,裕隆,         -7.63,        -35.01
2204,中華,         -3.95,         -4.71
2206,三陽工業,          6.06,         14.94
2207,和泰車,          5.65,         20.30
2208,台船,         -5.86,        -29.18
2211,長榮鋼,          7.46,          9.07
2227,裕日車,         26.66,         34.65
2228,劍麟,         13.16,         17.03
2231,為升,         13.55,         21.76
2233,宇隆,          8.06,         10.99
2236,百達-KY,          2.74,          3.90
2239,英利-KY,          3.96,          7.31
2241,艾姆勒,          3.98,          7.28
2243,宏旭-KY,         -2.67,        -14.64
2247,汎德永業,          5.52,          8.55
2250,IKKA-KY,          5.04,         16.03
2301,光寶科,          5.24,         13.04
2302,麗正,          0.11,          0.03
2303,聯電,          2.31,          4.70
2305,全友,          0.43,          0.27
2308,台達電,          8.27,         17.10
2312,金寶,          1.44,          1.75
2313,華通,          7.06,         15.52
2314,台揚,          0.10,          0.06
2316,楠梓電,          4.69,          7.60
2317,鴻海,          5.53,          9.67
2321,東訊,         -4.15,        -19.12
2323,中環,          0.77,          0.86
2324,仁寶,          2.57,          6.93
2327,國巨,          6.78,         13.36
2328,廣宇,          5.36,          9.19
2329,華泰,          4.17,         10.16
2330,台積電,         15.99,         20.94
2331,精英,          0.15,          0.48
2332,友訊,         -2.28,         -5.48
2337,旺宏,          5.30,          9.44
2338,光罩,          6.77,         10.95
2340,台亞,          6.16,          8.17
2342,茂矽,        -11.95,        -18.51
2344,華邦電,          1.64,          2.31
2345,智邦,         19.13,         42.90
2347,聯強,          5.01,         14.00
2348,海悅,         15.96,         35.31
2349,錸德,        -10.88,        -21.10
2351,順德,          5.48,          9.18
2352,佳世達,          4.08,         10.03
2353,宏碁,          1.75,          4.35
2354,鴻準,          4.61,          6.76
2355,敬鵬,          3.00,          4.00
2356,英業達,          3.13,          8.43
2357,華碩,          3.79,          7.42
2358,廷鑫,          1.41,          0.10
2359,所羅門,          5.86,          7.39
2360,致茂,          7.80,         12.83
2362,藍天,          1.84,          2.62
2363,矽統,         -3.16,         -3.21
2364,倫飛,         -6.32,        -28.17
2365,昆盈,          3.81,          4.76
2367,燿華,          7.86,         16.34
2368,金像電,          1.65,          1.82
2369,菱生,         -6.54,         -9.81
2371,大同,         -5.46,        -30.73
2373,震旦行,          9.04,         17.59
2374,佳能,         -3.52,         -5.31
2375,凱美,          4.69,          7.64
2376,技嘉,          5.30,          8.02
2377,微星,          9.71,         18.33
2379,瑞昱,         10.54,         26.17
2380,虹光,         -6.14,        -12.71
2382,廣達,          3.40,         11.52
2383,台光電,         13.77,         25.50
2385,群光,          8.46,         22.74
2387,精元,          1.79,          3.18
2388,威盛,          1.52,          2.29
