公司代號,公司名稱,ROE,ROA
1101,台泥,          2.85,          4.36
1102,亞泥,          2.28,          3.12
1103,嘉泥,          1.31,          1.28
1104,環泥,          7.09,          8.70
1108,幸福,          6.14,          9.78
1109,信大,         -0.41,          0.27
1110,東泥,          1.53,          1.65
1201,味全,         -5.16,        -22.43
1203,味王,          5.66,          8.91
1210,大成,          1.64,          2.48
1213,大飲,          2.00,          2.46
1215,卜蜂,          7.85,         13.68
1216,統一,          5.89,         14.10
1217,愛之味,          1.46,          1.11
1218,泰山,          2.36,          3.66
1219,福壽,          1.61,          2.57
1220,台榮,          3.50,          4.74
1225,福懋油,         12.48,         19.37
1227,佳格,         14.33,         21.50
1229,聯華,          5.72,          6.71
1231,聯華食,          6.11,         13.22
1232,大統益,         18.92,         25.30
1233,天仁,         10.69,         14.50
1234,黑松,          2.88,          3.57
1235,興泰,          2.48,          3.48
1236,宏亞,          3.19,          5.38
1256,鮮活果汁-KY,         14.14,         24.54
1301,台塑,          7.49,         10.79
1303,南亞,          7.34,         11.23
1304,台聚,          2.97,          4.95
1305,華夏,          7.06,         12.63
1307,三芳,          8.22,         13.54
1308,亞聚,          5.29,          5.99
1309,台達化,          1.24,          1.97
1310,台苯,          5.73,          9.37
1312,國喬,          7.02,          8.98
1313,聯成,          0.00,         -0.93
1314,中石化,          0.31,          0.16
1315,達新,          2.76,          3.48
1316,上曜,         -3.25,         -6.91
1319,東陽,          5.23,          9.33
1321,大洋,          0.51,          0.75
1323,永裕,          8.25,         15.25
1324,地球,          4.42,          5.94
1325,恆大,          4.69,          5.09
1326,台化,          6.42,          9.63
1337,再生-KY,          3.50,          3.83
1338,廣華-KY,          8.63,         11.91
1339,昭輝,          8.46,         13.66
1340,勝悅-KY,         14.69,         16.11
1402,遠東新,          3.38,          9.32
1409,新纖,          1.12,          2.42
1410,南染,          8.49,         10.47
1413,宏洲,          0.74,          0.48
1414,東和,          0.33,          0.23
1416,廣豐,         -0.22,         -0.68
1417,嘉裕,         -6.10,         -8.48
1418,東華,         -8.53,        -29.72
1419,新紡,          1.21,          1.53
1423,利華,         -1.26,         -1.38
1432,大魯閣,         -2.47,         -6.23
1434,福懋,          4.36,          5.95
1435,中福,         -0.32,         -0.38
1436,華友聯,         -0.03,         -1.65
1437,勤益控,          1.28,          1.12
1438,三地開發,          1.79,          2.02
1439,雋揚,          0.03,          0.03
1440,南紡,          3.06,          4.43
1441,大東,         -1.92,        -10.00
1442,名軒,          4.03,         12.27
1443,立益物流,         -2.29,        -18.93
1444,力麗,          2.56,          3.35
1445,大宇,          3.93,          4.70
1446,宏和,         -0.96,         -2.07
1447,力鵬,          0.52,          0.43
1449,佳和,         -3.64,        -21.76
1451,年興,          5.00,          6.64
1452,宏益,         14.54,         15.98
1453,大將,          4.49,          5.52
1454,台富,          4.89,          6.33
1455,集盛,          1.38,          1.77
1456,怡華,          3.74,         11.20
1457,宜進,          5.88,          9.67
1459,聯發,          3.60,          6.01
1460,宏遠,          5.20,          9.35
1463,強盛,          2.44,          4.04
1464,得力,          5.00,          9.89
1465,偉全,          4.75,          7.36
