公司代號,公司名稱,ROE,ROA
1101,台泥,          4.95,          6.65
1102,亞泥,          7.15,          9.70
1103,嘉泥,          1.99,          0.16
1104,環泥,          4.37,          4.95
1108,幸福,          1.36,          0.58
1109,信大,          4.47,          5.23
1110,東泥,          1.89,          2.10
1201,味全,        -15.58,        -52.73
1203,味王,          1.63,         -0.48
1215,卜蜂,          3.71,          4.41
1216,統一,          6.76,          8.89
1217,愛之味,          3.49,          4.23
1218,泰山,          3.83,          4.49
1219,福壽,          0.48,         -0.88
1229,聯華,          5.42,          5.93
1231,聯華食,         10.96,         13.89
1232,大統益,          5.34,          6.42
1234,黑松,          2.73,          4.08
1236,宏亞,          6.05,          8.47
1301,台塑,          7.62,         11.52
1303,南亞,          7.69,         13.28
1304,台聚,          7.44,          8.74
1305,華夏,          2.91,          3.82
1308,亞聚,          8.06,          8.98
1309,台達化,          4.45,          5.56
1312,國喬,          4.11,          4.53
1313,聯成,          8.40,         16.74
1314,中石化,          0.43,         -1.44
1315,達新,          7.28,          9.15
1316,上曜,         -2.43,         -4.81
1319,東陽,          2.02,          1.73
1323,永裕,          4.60,          5.32
1326,台化,          7.49,         13.67
1402,遠東新,          4.50,          6.60
1410,南染,         -0.64,         -0.76
1414,東和,         -1.60,         -9.28
1418,東華,         -6.55,         -8.81
1423,利華,          2.62,          2.86
1434,福懋,          7.29,          9.91
1435,中福,          2.47,          2.84
1436,華友聯,          0.20,          0.17
1438,三地開發,          2.00,          2.00
1439,雋揚,          1.17,          0.82
1440,南紡,          1.04,          0.94
1441,大東,         -6.47,        -15.61
1442,名軒,         -7.21,        -27.52
1443,立益物流,         -1.11,         -1.68
1444,力麗,          3.75,          3.92
1445,大宇,          5.10,          5.94
1446,宏和,          0.26,         -4.10
1447,力鵬,          5.69,          7.06
1449,佳和,         -1.98,         -3.55
1451,年興,         17.31,         22.94
1452,宏益,          0.28,         -0.19
1454,台富,         -1.35,         -4.05
1455,集盛,          3.12,          3.79
1456,怡華,         -5.86,        -14.57
1457,宜進,         -5.25,        -16.59
1459,聯發,          4.41,          4.76
1460,宏遠,          1.50,          0.80
1463,強盛,          7.53,          9.17
1464,得力,        -15.60,        -27.41
1465,偉全,          8.17,          9.63
1466,聚隆,        -24.37,        -56.90
1468,昶和,          7.00,          9.30
1470,大統新創,          8.04,          9.93
1471,首利,          5.96,          8.62
1473,台南,         14.54,         22.05
1474,弘裕,         11.40,         20.18
1475,業旺,          4.67,          5.59
1476,儒鴻,          8.71,         13.35
1503,士電,          3.30,          4.90
1504,東元,          6.36,          8.52
1506,正道,         -2.94,        -11.53
1512,瑞利,          0.23,         -2.73
1513,中興電,          6.84,         13.19
1514,亞力,          4.96,          6.86
1515,力山,          7.27,          9.56
1516,川飛,          2.34,          0.97
1517,利奇,          8.55,         10.29
1521,大億,          5.29,          8.98
1522,堤維西,          5.71,          9.86
1524,耿鼎,          9.21,         17.05
1526,日馳,          6.29,         10.25
1527,鑽全,         34.06,         41.69
1528,恩德,          6.38,          9.19
1529,樂事綠能,          5.52,         10.47
1530,亞崴,          5.95,          7.40
1531,高林股,         10.24,         13.14
1533,車王電,         26.88,         42.07
1535,中宇,          7.32,         13.97
1536,和大,          5.39,          7.84
1538,正峰,          8.95,         13.58
1539,巨庭,         15.00,         23.00
1540,喬福,         -5.10,        -13.29
1603,華電,         -5.77,        -14.42
1604,聲寶,          1.60,          0.09
1608,華榮,          5.57,          7.02
1609,大亞,          3.63,          4.02
1612,宏泰,          4.08,          4.58
1614,三洋電,          3.86,          4.90
1616,億泰,          4.77,          5.35
1617,榮星,          7.10,         10.99
1618,合機,          9.59,         11.87
1701,中化,          1.51,          0.08
1707,葡萄王,         -5.20,         -6.74
1708,東鹼,          1.40,          1.47
1709,和益,          6.28,          8.16
1711,永光,          3.97,          4.77
1713,國化,          5.04,          5.95
1717,長興,          9.00,         15.00
1720,生達,          8.09,         10.63
1721,三晃,         -8.94,        -23.35
1722,台肥,          1.13,          1.87
1723,中碳,         10.80,         15.30
1725,元禎,          6.08,         10.67
1726,永記,         15.54,         20.26
1727,中華化,          1.90,          2.34
1730,花仙子,          9.35,         11.84
1731,美吾華,          4.66,          8.34
1732,毛寶,          9.87,         12.68
1733,五鼎,          5.50,          5.90
1734,杏輝,          7.51,         11.68
1735,日勝化,         18.60,         27.05
1736,喬山,         10.37,         45.88
1805,寶徠,        -14.85,        -26.12
1806,冠軍,          8.04,         10.60
1903,士紙,          0.07,         -1.12
1904,正隆,          5.64,          8.79
1905,華紙,          6.98,         11.22
1907,永豐餘,          5.75,          7.14
1909,榮成,          8.60,         12.11
2002,中鋼,          9.00,         12.00
2007,燁興,          3.23,          4.02
2008,高興昌,          3.62,          1.17
2009,第一銅,          7.04,          8.29
2012,春雨,         -1.98,         -6.02
2013,中鋼構,          4.50,          6.30
2014,中鴻,          2.10,         -2.29
2015,豐興,          4.72,          5.76
2017,官田鋼,         -1.90,         -6.50
2020,美亞,          9.49,          4.66
2023,燁輝,          7.79,         10.97
2025,千興,          4.22,          4.64
2028,威致,         -5.98,        -18.06
2029,盛餘,          9.50,         11.50
2030,彰源,          7.10,         10.70
2031,新光鋼,          5.62,          8.05
2032,新鋼,          7.93,         11.48
2033,佳大,          5.66,          8.66
2034,允強,          6.56,          8.59
2101,南港,         -5.12,        -22.22
2102,泰豐,         -8.76,        -16.64
2103,台橡,         -1.67,          1.60
2104,國際中橡,          9.60,         13.20
2105,正新,          8.70,         11.14
2106,建大,          7.51,         10.29
2107,厚生,          2.30,          2.46
2201,裕隆,          7.70,         14.90
2204,中華,          9.68,         13.24
2207,和泰車,          6.17,          8.46
2301,光寶科,          5.19,          7.27
2303,聯電,          9.18,         10.72
2305,全友,        -14.32,        -29.52
2308,台達電,         15.35,         21.71
2312,金寶,         26.46,         35.11
2313,華通,          7.09,         10.46
2314,台揚,         16.53,         24.44
2316,楠梓電,          4.57,          6.34
2317,鴻海,         18.36,         28.68
2321,東訊,         10.52,         14.89
2323,中環,         25.00,         40.28
2327,國巨,          6.63,          7.13
2328,廣宇,         -2.76,        -19.49
2329,華泰,          6.52,          9.58
2330,台積電,         18.19,         23.98
2331,精英,         18.59,         63.62
2332,友訊,          8.00,         11.00
2337,旺宏,          3.34,          3.53
2340,台亞,          5.10,          5.60
2342,茂矽,          8.30,         11.60
2344,華邦電,          6.71,          8.43
2347,聯強,         11.85,         16.95
2348,海悅,        -14.80,        -49.70
2349,錸德,         16.27,         20.61
2351,順德,          4.62,          6.23
2352,佳世達,          8.22,         11.69
2353,宏碁,          8.77,         16.70
2354,鴻準,          3.85,          5.68
2355,敬鵬,          7.07,          9.24
2356,英業達,          9.95,         19.42
2357,華碩,         33.88,         38.97
2358,廷鑫,        -19.28,        -55.76
2359,所羅門,          6.00,          8.00
2360,致茂,         13.67,         16.11
2362,藍天,         -0.60,         -1.84
2364,倫飛,         -3.80,         -8.13
2369,菱生,          2.30,          2.26
2371,大同,          5.74,          9.69
2373,震旦行,          8.83,         11.76
2374,佳能,          2.51,          2.98
2375,凱美,         -1.96,         -4.96
2376,技嘉,         24.53,         35.25
2377,微星,         18.19,         32.98
