公司代號,公司名稱,ROE,ROA
1101,台泥,          8.38,         11.02
1102,亞泥,         11.65,         15.30
1103,嘉泥,          4.81,          6.19
1104,環泥,          2.89,          3.65
1108,幸福,          2.08,          2.88
1109,信大,          3.64,          4.02
1110,東泥,          2.79,          3.23
1201,味全,          5.14,         10.56
1203,味王,          0.55,          0.32
1210,大成,          9.73,         15.30
1213,大飲,          0.88,          0.96
1215,卜蜂,          8.42,         11.36
1216,統一,         13.03,         20.06
1217,愛之味,         -1.84,         -6.47
1218,泰山,          1.64,          1.64
1219,福壽,          3.57,          4.92
1220,台榮,         -0.19,         -2.00
1225,福懋油,          5.71,          9.63
1227,佳格,          6.42,          8.37
1229,聯華,          8.53,          9.77
1231,聯華食,          3.53,          4.83
1232,大統益,         14.62,         20.66
1233,天仁,          7.76,         11.32
1234,黑松,          1.43,          1.61
1235,興泰,          8.64,         11.13
1236,宏亞,          7.89,         12.96
1301,台塑,         15.63,         21.64
1303,南亞,         15.37,         22.01
1304,台聚,          9.46,         12.52
1305,華夏,          0.86,          0.97
1307,三芳,          8.30,         13.73
1308,亞聚,         12.08,         14.04
1309,台達化,          3.19,          5.00
1310,台苯,          4.21,          5.34
1312,國喬,          7.92,         13.57
1313,聯成,         10.90,         14.60
1314,中石化,          7.35,         13.04
1315,達新,          5.10,          6.05
1316,上曜,          1.03,          1.08
1319,東陽,          8.09,         12.47
1321,大洋,         -5.13,         -7.58
1323,永裕,          4.59,          7.27
1324,地球,         -2.78,         -3.84
1325,恆大,          7.60,          8.63
1326,台化,         14.53,         20.54
1402,遠東新,          9.00,         13.10
1409,新纖,          2.52,          3.57
1410,南染,          0.99,          1.20
1413,宏洲,          1.19,          1.29
1414,東和,          2.03,          1.55
1416,廣豐,          0.89,          0.64
1417,嘉裕,          1.15,          1.17
1418,東華,         -9.99,        -22.71
1419,新紡,          1.01,          1.06
1423,利華,          6.49,          7.46
1432,大魯閣,         13.44,         61.18
1434,福懋,         11.02,         13.44
1435,中福,          1.19,          2.26
1436,華友聯,         -1.55,         -1.62
1437,勤益控,          4.76,          6.11
1438,三地開發,         -5.29,        -48.44
1439,雋揚,          0.56,          0.68
1440,南紡,          5.91,          7.51
1441,大東,          0.59,         -2.47
1442,名軒,          4.96,         10.66
1443,立益物流,         -7.63,        -15.46
1444,力麗,          3.16,          5.35
1445,大宇,         -0.51,         -1.70
1446,宏和,          5.94,          8.75
1447,力鵬,          2.71,          2.98
1449,佳和,         -7.40,        -21.47
1451,年興,          7.82,         10.33
1452,宏益,          3.67,          4.00
1453,大將,          5.71,         12.99
1454,台富,          0.90,          0.89
1455,集盛,          2.13,          2.95
1456,怡華,          1.38,         -2.48
1457,宜進,          0.92,          0.00
1459,聯發,          5.20,          7.93
1460,宏遠,          1.86,          2.18
1463,強盛,         -5.31,         -5.93
1464,得力,          2.39,          2.84
1465,偉全,          4.40,          4.91
1466,聚隆,          5.12,         12.81
1467,南緯,          2.54,          4.17
1468,昶和,         -1.50,         -3.10
1470,大統新創,         -2.09,         -2.40
1471,首利,          0.88,          1.88
1472,三洋實業,        -12.38,        -14.68
1473,台南,         10.55,         15.16
1474,弘裕,          3.20,          5.01
1475,業旺,         -6.61,        -15.88
1476,儒鴻,          8.71,         13.33
1477,聚陽,         21.57,         35.57
1503,士電,          5.07,          8.81
1504,東元,          4.99,          7.31
1506,正道,         -1.05,         -4.93
1512,瑞利,          3.13,          5.57
1513,中興電,          6.47,         12.14
1514,亞力,          1.79,          2.67
1515,力山,         -0.26,         -2.38
1516,川飛,        -18.78,        -23.72
1517,利奇,          4.45,          5.59
1519,華城,         11.23,         25.46
1521,大億,          5.99,         11.21
1522,堤維西,          4.82,         10.57
1524,耿鼎,          2.03,          3.57
1525,江申,          4.99,          6.99
1526,日馳,         -2.01,         -7.40
1527,鑽全,          7.53,         15.83
1528,恩德,          8.51,         14.29
1529,樂事綠能,         -5.95,        -13.77
1530,亞崴,         18.05,         31.21
1531,高林股,          8.72,         11.72
1532,勤美,          5.10,          9.20
1533,車王電,          6.74,         11.26
1535,中宇,          8.86,         17.47
1536,和大,          4.85,         11.04
1537,廣隆,         11.78,         18.34
1538,正峰,        -11.47,        -30.06
1539,巨庭,          4.92,         10.19
1540,喬福,         16.91,         26.20
1541,錩泰,          6.00,         10.18
1558,伸興,         10.72,         17.31
1560,中砂,          8.04,         12.71
1568,倉佑,          2.00,          2.35
1582,信錦,         27.37,         36.08
1583,程泰,         16.34,         30.68
1603,華電,          2.86,          4.42
