公司代號,公司名稱,ROE,ROA
1101,台泥,          9.67,         12.38
1102,亞泥,         12.11,         17.84
1103,嘉泥,          5.16,          5.72
1104,環泥,         11.64,         14.67
1108,幸福,          5.97,          8.45
1109,信大,         11.57,         13.33
1110,東泥,         11.68,         14.10
1201,味全,          4.03,          4.22
1203,味王,          6.36,          8.97
1210,大成,          3.28,          3.80
1213,大飲,          3.02,          3.43
1215,卜蜂,          5.06,          5.34
1216,統一,         25.49,         35.66
1217,愛之味,          5.96,          6.83
1218,泰山,          5.14,          5.89
1219,福壽,          4.49,          5.18
1220,台榮,          2.98,          2.75
1225,福懋油,          4.68,          2.99
1227,佳格,         23.34,         27.71
1229,聯華,         10.21,         11.33
1231,聯華食,          8.97,         13.13
1232,大統益,          8.94,         12.49
1233,天仁,          4.65,          4.42
1235,興泰,          3.23,          3.53
1301,台塑,         14.16,         17.96
1303,南亞,         11.74,         19.27
1304,台聚,          7.47,          9.04
1305,華夏,          5.97,          7.75
1307,三芳,          5.55,          8.98
1308,亞聚,         12.32,         13.81
1309,台達化,          8.33,         10.23
1310,台苯,         27.11,         32.67
1312,國喬,          9.24,         10.28
1313,聯成,         17.00,         21.60
1314,中石化,        -12.02,        -19.13
1315,達新,         17.41,         22.78
1316,上曜,          5.97,          6.67
1319,東陽,          6.80,         11.86
1323,永裕,          6.49,         11.13
1326,台化,          7.97,         10.64
1402,遠東新,          6.70,         10.10
1409,新纖,          7.13,         10.83
1410,南染,          8.54,         10.01
1413,宏洲,          8.72,         10.63
1414,東和,          1.64,         -3.07
1416,廣豐,          5.32,          6.74
1417,嘉裕,          4.48,          5.24
1418,東華,         11.93,         13.51
1419,新紡,          1.47,          1.14
1423,利華,          6.63,          8.81
1432,大魯閣,          1.36,         -1.87
1434,福懋,          9.72,         12.18
1435,中福,          9.83,         11.53
1436,華友聯,          4.61,          7.78
1437,勤益控,          0.92,          0.47
1438,三地開發,          5.15,          6.80
1439,雋揚,          5.69,          9.30
1440,南紡,          9.29,         12.82
1441,大東,          8.80,         18.77
1442,名軒,          4.85,          1.94
1443,立益物流,          8.68,         10.85
1444,力麗,          6.38,          7.43
1445,大宇,          9.63,         11.28
1446,宏和,          2.17,          0.70
1447,力鵬,          4.30,          4.23
1449,佳和,          2.50,          2.43
1451,年興,         12.09,         14.75
1452,宏益,          7.22,          7.97
1453,大將,          6.33,          7.39
1454,台富,          3.42,          4.16
1455,集盛,          8.99,         11.75
1456,怡華,          3.36,          3.74
1457,宜進,          8.83,         15.48
1459,聯發,          8.65,         14.50
1460,宏遠,          7.10,          9.40
1463,強盛,          5.29,          6.11
1464,得力,          7.05,          9.65
1503,士電,          7.30,         12.30
1504,東元,         10.90,         17.36
1506,正道,          4.35,          4.73
1512,瑞利,          5.80,          8.76
1513,中興電,          3.44,          4.20
1514,亞力,          5.96,         10.64
1515,力山,          6.14,          8.55
1516,川飛,          9.85,         14.26
