公司代號,公司名稱,ROE,ROA
1101,台泥,          7.48,          9.23
1102,亞泥,          7.31,          9.99
1103,嘉泥,          1.83,          2.20
1104,環泥,          7.26,          9.65
1108,幸福,         -1.88,         -4.50
1109,信大,         -0.25,         -0.27
1110,東泥,          0.54,          0.61
1201,味全,         13.41,         27.01
1203,味王,          2.21,          2.73
1210,大成,          7.38,         11.10
1213,大飲,         -1.91,         -2.44
1215,卜蜂,          6.07,          9.53
1216,統一,         11.03,         16.27
1217,愛之味,          2.89,          3.76
1218,泰山,          3.75,          6.38
1219,福壽,          4.25,          6.17
1220,台榮,          4.86,          6.61
1225,福懋油,          4.72,          8.39
1227,佳格,         26.11,         32.83
1229,聯華,          8.68,         10.45
1231,聯華食,          9.76,         16.58
1232,大統益,         17.89,         23.34
1233,天仁,         12.69,         15.69
1234,黑松,          3.01,          3.43
1235,興泰,          1.56,          1.67
1236,宏亞,          6.96,         11.25
1256,鮮活果汁-KY,         29.74,         53.63
1301,台塑,         14.22,         18.74
1303,南亞,         10.83,         15.36
1304,台聚,         17.25,         21.41
1305,華夏,          0.33,          0.09
1307,三芳,         12.12,         19.15
1308,亞聚,         17.48,         19.79
1309,台達化,          7.92,         14.55
1310,台苯,         -3.43,         -5.04
1312,國喬,         12.18,         16.78
1313,聯成,         13.10,         15.80
1314,中石化,         14.83,         24.71
1315,達新,          2.80,          3.52
1316,上曜,         -2.39,         -2.87
1319,東陽,          6.43,          9.89
1321,大洋,         -3.00,         -5.13
1323,永裕,          9.47,         16.78
1324,地球,          4.54,          6.11
1325,恆大,          8.54,          9.54
1326,台化,         13.45,         18.85
1337,再生-KY,         35.36,         45.96
1338,廣華-KY,         15.21,         21.63
1339,昭輝,          3.90,          7.76
1402,遠東新,          8.73,         13.45
1409,新纖,          5.79,          9.07
1410,南染,          6.39,          7.72
1413,宏洲,          4.44,          8.52
1414,東和,         10.05,         26.23
1416,廣豐,          3.78,          4.40
1417,嘉裕,          2.94,          3.60
1418,東華,         -1.26,         -2.95
1419,新紡,          2.85,          3.81
1423,利華,         -0.58,         -0.67
1432,大魯閣,         51.58,        119.22
1434,福懋,          6.12,          7.49
1435,中福,         27.32,         41.84
1436,華友聯,          7.10,          7.23
1437,勤益控,          3.70,          4.47
1438,三地開發,         85.48,        233.71
1439,雋揚,         78.78,         88.10
1440,南紡,          8.61,         11.27
1441,大東,          9.55,         25.58
1442,名軒,          7.99,         17.31
1443,立益物流,          0.94,          1.23
1444,力麗,         11.46,         17.11
1445,大宇,          5.00,          5.95
1446,宏和,         -8.41,        -12.95
1447,力鵬,          7.23,         12.57
1449,佳和,         -6.72,        -41.01
1451,年興,          9.91,         11.89
1452,宏益,         11.01,         11.99
1453,大將,          2.71,          3.75
1454,台富,          0.58,          0.62
1455,集盛,          9.18,         14.99
1456,怡華,         -4.01,        -36.69
1457,宜進,          6.40,          9.22
1459,聯發,         10.28,         17.25
1460,宏遠,        -18.29,        -33.92
1463,強盛,          0.46,          0.51
1464,得力,          1.26,          1.49
1465,偉全,         11.12,         13.25
1466,聚隆,         14.15,         29.94
1467,南緯,          4.16,          9.50
1468,昶和,         -9.43,        -17.89
1470,大統新創,          5.89,          6.62
1471,首利,         -3.02,         -4.68
1472,三洋實業,         -4.17,         -6.58
1473,台南,          9.31,         12.69
1474,弘裕,          4.88,          7.39
1475,業旺,        -10.01,        -37.66
1476,儒鴻,         16.30,         22.83
1477,聚陽,         15.57,         24.83
1503,士電,          3.44,          5.26
1504,東元,          4.61,          7.00
1506,正道,         -3.11,         -9.62
1512,瑞利,          3.52,          6.19
1513,中興電,          4.34,          7.39
1514,亞力,          1.96,          3.06
1515,力山,          2.17,          3.74
1516,川飛,         -6.80,         -7.91
