公司代號,公司名稱,ROE,ROA
1101,台泥,         13.08,         17.53
1102,亞泥,         12.13,         15.20
1103,嘉泥,          9.56,         11.80
1104,環泥,         18.26,         21.72
1108,幸福,         11.16,         14.58
1109,信大,         20.33,         26.21
1201,味全,          3.71,          3.43
1203,味王,          9.58,         13.30
1210,大成,          7.49,          8.62
1213,大飲,          3.03,          2.11
1215,卜蜂,         -1.59,         -4.30
1216,統一,         10.36,         15.76
1217,愛之味,          9.15,         11.28
1218,泰山,          9.97,         13.72
1219,福壽,          5.88,          5.64
1220,台榮,          7.40,          8.44
1229,聯華,         10.02,         12.39
1301,台塑,         13.42,         17.35
1303,南亞,         10.90,         19.00
1304,台聚,          3.72,          3.13
1305,華夏,         10.38,         16.65
1307,三芳,          5.92,          7.33
1308,亞聚,          9.17,         10.49
1309,台達化,          5.63,          6.51
1310,台苯,         17.15,         20.54
1312,國喬,         17.12,         19.12
1313,聯成,         11.80,         14.10
1315,達新,         10.28,         14.83
1316,上曜,         17.57,         30.18
1326,台化,         10.81,         15.52
1402,遠東新,          7.60,          9.80
1409,新纖,          2.93,          0.66
1410,南染,         12.92,         14.69
1413,宏洲,          6.08,          8.01
1414,東和,         -4.60,         -7.97
1416,廣豐,          4.96,          5.19
1417,嘉裕,         -7.01,        -10.37
1418,東華,          3.03,          3.29
1419,新紡,          1.27,         -3.16
1423,利華,         -4.38,        -14.32
1432,大魯閣,          8.20,         10.02
1434,福懋,         10.63,         14.01
1435,中福,         -5.34,         -7.81
1436,華友聯,         -2.36,         -7.40
1437,勤益控,          1.88,          0.06
1438,三地開發,         -2.61,         -3.90
1439,雋揚,         -5.01,        -23.63
1440,南紡,          8.73,          9.68
1441,大東,          6.08,          6.42
1442,名軒,          0.45,         -9.33
1443,立益物流,          0.22,         -3.68
1444,力麗,         13.87,         22.95
1445,大宇,         11.40,         18.89
1446,宏和,          7.43,          9.00
1447,力鵬,         10.88,         16.66
1449,佳和,          9.34,         12.42
1451,年興,         11.08,         17.08
1452,宏益,         12.49,         21.74
1453,大將,          7.99,         11.14
1454,台富,          8.54,         15.45
1455,集盛,         20.71,         33.62
1503,士電,          7.90,         11.60
1504,東元,         10.61,         14.86
1506,正道,          6.68,          6.96
1603,華電,          3.73,          3.44
1604,聲寶,          2.67,          1.39
1605,華新,          3.41,          2.26
1608,華榮,         27.57,         34.40
1609,大亞,         -0.73,        -12.00
1611,中電,          5.40,          8.10
1612,宏泰,         10.10,         18.17
1701,中化,          1.70,          0.05
1702,南僑,         21.16,         25.53
1707,葡萄王,         14.02,         18.92
1708,東鹼,         10.45,         12.34
1709,和益,          4.76,          4.59
1710,東聯,         -6.21,         -7.08
1711,永光,         14.27,         19.46
1712,興農,          6.12,          6.17
1713,國化,          3.99,          4.24
1714,和桐,         11.06,         16.86
1718,中纖,         -8.64,        -16.23
1802,台玻,          9.92,         13.71
1805,寶徠,          5.11,          2.93
1806,冠軍,         38.91,         65.54
1810,和成,         21.54,         34.84
1903,士紙,          1.23,         -0.77
1904,正隆,          1.21,          1.33
1905,華紙,          3.69,          4.97
1906,寶隆,         77.00,*****
1907,永豐餘,          3.41,          2.09
1909,榮成,         -1.67,        -10.23
2006,東和鋼鐵,          7.27,          9.23
2007,燁興,          4.23,          0.70
2008,高興昌,          1.84,         -1.44
2009,第一銅,          0.58,         -2.75
2010,春源,          7.67,         10.70
2012,春雨,          6.78,          7.10
2013,中鋼構,         11.95,         43.23
2014,中鴻,          9.79,         15.30
2015,豐興,          7.03,          9.47
2017,官田鋼,         11.09,         14.77
2101,南港,         -5.40,         -9.08
2102,泰豐,          1.61,          1.84
2103,台橡,          6.16,          8.19
2104,國際中橡,          7.70,          8.39
2105,正新,         12.10,         16.14
2106,建大,          8.67,         12.31
2107,厚生,          4.08,          3.17
2108,南帝,          5.65,          4.83
2201,裕隆,          4.40,          5.40
2204,中華,         19.52,         30.18
2302,麗正,          2.48,          1.30
2303,聯電,         -5.52,        -13.01
2305,全友,         15.42,         16.51
2308,台達電,          7.42,          9.31
2312,金寶,          6.41,          9.39
2313,華通,         17.34,         23.19
2314,台揚,         20.69,         33.25
2316,楠梓電,          9.07,         13.81
2317,鴻海,         11.21,         16.03
2321,東訊,         24.76,         33.21
2323,中環,          6.83,          6.35
2324,仁寶,         26.00,         55.22
2328,廣宇,         13.00,         21.72
2371,大同,          5.64,          1.83
2373,震旦行,         13.51,         19.40
2501,國建,         21.99,         49.48
2504,國產,          6.55,          6.66
2505,國揚,         -2.04,        -11.45
2506,太設,          5.34,          6.83
2509,全坤建,          5.19,          9.43
2511,太子,         11.35,         13.18
2514,龍邦,          6.02,         36.78
2520,冠德,          4.54,         21.63
2540,愛山林,         -1.68,        -14.11
2601,益航,        -21.01,        -42.93
2603,長榮,          5.47,          5.58
2605,新興,          8.26,         11.40
2606,裕民,         10.69,         12.90
2607,榮運,         14.54,         20.30
2608,嘉里大榮,         11.00,         14.65
2701,萬企,          2.70,          3.50
2702,華園,         14.18,         23.35
2704,國賓,          0.47,          3.44
2705,六福,          4.66,          6.68
2706,第一店,         11.90,         12.50
2801,彰銀,          0.75,         40.28
2809,京城銀,          1.22,         14.36
