公司代號,公司名稱,ROE,ROA
1101,台泥,         13.63,         17.57
1102,亞泥,         13.21,         19.18
1103,嘉泥,          8.21,         11.12
1104,環泥,         22.24,         27.35
1108,幸福,         12.69,         18.87
1109,信大,         15.24,         18.04
1110,東泥,         11.69,         15.21
1201,味全,          3.21,          2.70
1203,味王,          6.88,          8.83
1210,大成,          4.03,          4.68
1213,大飲,          5.27,          7.21
1215,卜蜂,          4.08,          5.14
1216,統一,         10.93,         18.74
1217,愛之味,          4.55,          5.53
1218,泰山,          3.93,          4.16
1219,福壽,          1.83,          0.78
1220,台榮,          4.14,          4.26
1225,福懋油,          5.14,          6.34
1227,佳格,         25.94,         36.92
1229,聯華,          3.06,          3.59
1231,聯華食,         11.65,         19.16
1301,台塑,         11.81,         15.29
1303,南亞,         11.39,         18.03
1304,台聚,          3.57,          3.67
1305,華夏,          5.34,          7.94
1307,三芳,          6.99,         10.04
1308,亞聚,          8.40,          9.40
1309,台達化,          2.19,          2.36
1310,台苯,         -5.63,         -8.87
1312,國喬,          1.53,          1.55
1313,聯成,          0.30,         -1.50
1314,中石化,         -1.47,         -1.91
1315,達新,          5.87,          8.08
1316,上曜,         22.86,         30.19
1319,東陽,          9.86,         19.27
1326,台化,          9.06,         12.54
1402,遠東新,          6.90,          9.10
1409,新纖,          4.42,          3.94
1410,南染,          9.53,         11.18
1413,宏洲,          8.38,         11.27
1414,東和,         -2.85,        -10.30
1416,廣豐,         -0.02,         -0.03
1417,嘉裕,          5.96,          6.89
1418,東華,         10.14,         11.41
1419,新紡,         -6.44,        -17.56
1423,利華,          6.58,         10.09
1432,大魯閣,         -0.50,         -2.73
1434,福懋,          8.85,         11.30
1435,中福,         -5.65,         -7.17
1436,華友聯,         -3.32,         -8.04
1437,勤益控,          2.46,          2.74
1438,三地開發,         -6.98,         -8.74
1439,雋揚,          9.90,         18.14
1440,南紡,          5.18,          7.02
1441,大東,         -1.11,         -8.85
1442,名軒,         -9.17,        -27.41
1443,立益物流,         -2.12,         -4.30
1444,力麗,          8.45,         10.51
1445,大宇,          7.72,          9.58
1446,宏和,          6.43,          7.87
1447,力鵬,          7.94,          9.43
1449,佳和,         10.76,         14.40
1451,年興,         15.85,         23.36
1452,宏益,         10.66,         13.76
1453,大將,         11.11,         14.49
1454,台富,          8.05,         13.60
1455,集盛,         10.94,         17.00
1456,怡華,          5.70,          6.93
1457,宜進,          7.89,         15.90
1459,聯發,          8.92,         12.02
1460,宏遠,         13.10,         19.70
1503,士電,          7.00,         11.10
1504,東元,         10.09,         14.94
1506,正道,          3.63,          3.99
1512,瑞利,          6.82,         10.88
1513,中興電,          9.58,         16.18
1514,亞力,          7.27,         14.10
1515,力山,          6.10,          9.44
1516,川飛,         20.13,         37.20
1603,華電,          8.58,         11.13
1604,聲寶,          6.30,          8.19
1605,華新,          3.91,          3.67
1608,華榮,         10.18,         11.77
1609,大亞,          4.96,          5.33
1611,中電,          7.35,         10.76
1612,宏泰,         13.29,         20.52
1701,中化,          5.92,          8.55
1702,南僑,        -10.83,        -17.55
1707,葡萄王,          7.34,          8.64
1708,東鹼,          5.16,          5.58
1709,和益,          2.66,          2.86
1710,東聯,         -3.62,         -4.21
1711,永光,         11.02,         14.69
1712,興農,          9.70,         13.55
1713,國化,          3.87,          3.94
1714,和桐,          3.66,          4.10
1717,長興,         10.18,         19.19
1718,中纖,         -3.71,         -5.23
1802,台玻,          6.06,          7.80
1805,寶徠,          3.85,          3.56
1806,冠軍,         25.00,         30.26
1808,潤隆,         12.35,         17.88
1810,和成,         17.46,         25.55
1903,士紙,          3.54,          4.10
1904,正隆,          2.29,          0.78
1905,華紙,         -5.61,        -16.10
1906,寶隆,         -7.22,        -12.24
1907,永豐餘,          4.70,          4.41
1909,榮成,          2.08,          0.30
2002,中鋼,          6.30,          7.87
2006,東和鋼鐵,          6.64,         10.90
2007,燁興,          3.65,          4.66
2008,高興昌,          2.45,         -0.49
2009,第一銅,          3.39,          3.49
2010,春源,          6.47,          9.21
2012,春雨,          3.96,          3.74
2013,中鋼構,          7.17,         13.85
2014,中鴻,          5.96,          3.70
2015,豐興,         12.42,         20.05
2017,官田鋼,          9.25,         13.68
2020,美亞,         11.50,         17.54
2101,南港,         -3.63,         -9.20
2102,泰豐,          5.20,          7.39
2103,台橡,          6.33,          7.70
2104,國際中橡,          8.00,         10.00
2105,正新,         10.28,         14.79
2106,建大,          4.85,          5.91
2107,厚生,          3.58,          3.99
2108,南帝,         10.81,         14.74
2201,裕隆,          4.90,          7.20
2204,中華,         22.93,         35.37
2302,麗正,         -5.98,        -17.65
2303,聯電,         12.39,         16.03
2305,全友,          2.95,          2.53
2308,台達電,         10.60,         16.76
2312,金寶,          3.17,          2.93
2313,華通,          5.95,          7.05
2314,台揚,         11.10,         13.97
2316,楠梓電,          2.86,          3.81
2317,鴻海,          9.54,         13.25
2321,東訊,          4.97,          5.36
2323,中環,         10.03,         15.16
2324,仁寶,         -2.66,         -6.06
2327,國巨,          8.49,         10.39
