公司代號,公司名稱,ROE,ROA
1101,台泥,          1.59,          0.62
1102,亞泥,          2.88,          3.40
1103,嘉泥,          3.30,          3.75
1104,環泥,          0.97,          0.93
1108,幸福,          2.25,          1.71
1109,信大,          6.75,          7.67
1110,東泥,          3.49,          4.44
1201,味全,          3.17,          1.64
1203,味王,          2.02,          2.74
1213,大飲,          0.50,          0.53
1215,卜蜂,         -2.16,         -5.02
1216,統一,          3.14,          3.61
1217,愛之味,          4.08,          4.53
1218,泰山,         -0.72,         -3.61
1219,福壽,          1.81,          1.96
1220,台榮,         -2.97,         -5.04
1225,福懋油,          1.25,          1.12
1227,佳格,          3.35,          4.54
1229,聯華,          2.79,          3.06
1231,聯華食,          3.37,          4.22
1232,大統益,         10.54,         16.13
1233,天仁,          7.16,          9.85
1234,黑松,          2.88,          4.34
1235,興泰,          9.17,         13.29
1236,宏亞,          6.55,         10.73
1301,台塑,          6.90,         10.59
1303,南亞,          6.62,         10.32
1304,台聚,          1.16,          0.19
1305,華夏,          0.00,          0.00
1307,三芳,          5.92,          8.73
1308,亞聚,          5.30,          6.40
1309,台達化,          0.58,          0.65
1310,台苯,          8.51,         12.01
1313,聯成,          5.00,          6.10
1314,中石化,         -0.93,        -12.63
1315,達新,          3.37,          4.29
1316,上曜,          1.39,          0.32
1319,東陽,          7.67,         12.16
1321,大洋,         -0.48,         -1.77
1323,永裕,          6.35,          8.51
1324,地球,          5.97,          8.29
1325,恆大,          1.47,          1.42
1326,台化,          7.11,         11.75
1402,遠東新,          3.40,          4.50
1409,新纖,          3.44,          4.92
1410,南染,         -3.02,         -3.72
1414,東和,          0.61,         -5.82
1416,廣豐,         -2.51,         -6.68
1418,東華,         -4.07,         -8.00
1419,新紡,          2.74,          4.43
1423,利華,          4.16,          5.63
1432,大魯閣,         -2.84,        -24.18
1434,福懋,          6.39,          8.77
1435,中福,         -4.03,         -7.14
1436,華友聯,         11.00,         16.24
1437,勤益控,          2.46,          3.07
1438,三地開發,         -1.00,        -15.00
1439,雋揚,          1.55,          2.02
1440,南紡,          2.72,          4.13
1441,大東,         -9.69,        -28.06
1442,名軒,        -14.65,        -28.74
1443,立益物流,         -4.46,         -8.63
1444,力麗,          0.27,         -1.09
1445,大宇,         -0.65,         -2.62
1446,宏和,        -12.21,        -23.06
1447,力鵬,          0.42,         -1.53
1449,佳和,         -3.45,        -10.09
1451,年興,         17.23,         20.38
1452,宏益,          4.50,          5.37
1453,大將,        -17.61,        -42.80
1454,台富,          0.78,          0.20
1455,集盛,          7.00,          9.61
1456,怡華,         -2.14,        -16.05
1457,宜進,          1.15,         -1.18
1459,聯發,          2.21,          2.49
1460,宏遠,          3.60,          1.53
1463,強盛,         -2.40,         -2.91
1464,得力,         11.48,         17.26
1466,聚隆,         -0.58,        -12.74
1467,南緯,          3.80,          4.92
1468,昶和,          1.60,          1.70
1471,首利,          1.64,          1.55
1472,三洋實業,          3.57,          4.23
1473,台南,         13.05,         17.85
1474,弘裕,          7.73,         13.44
1475,業旺,         -5.67,        -21.07
1476,儒鴻,          4.58,          6.92
1477,聚陽,         17.73,         29.44
1503,士電,          3.10,          4.50
1504,東元,          1.72,          1.69
1506,正道,         -1.12,         -4.31
1512,瑞利,          1.52,          0.51
1513,中興電,          4.67,          9.31
1514,亞力,         -0.92,         -2.44
1515,力山,          4.64,          5.65
1516,川飛,        -12.24,        -23.33
1517,利奇,          1.01,          0.95
1519,華城,          2.46,          4.10
1521,大億,          7.52,         14.25
1522,堤維西,         10.54,         20.00
1524,耿鼎,          2.86,          4.20
1525,江申,         10.37,         13.99
1526,日馳,         -7.52,        -18.27
1527,鑽全,         18.07,         28.13
1528,恩德,         -0.77,         -4.49
1529,樂事綠能,          1.07,          0.60
1530,亞崴,          7.81,         11.01
1531,高林股,         11.29,         15.05
1532,勤美,          8.19,         12.78
1533,車王電,         13.48,         20.53
1535,中宇,          1.85,          2.18
1536,和大,          6.02,          8.84
1537,廣隆,         11.95,         18.54
1538,正峰,          2.53,          3.15
1540,喬福,          6.13,          7.95
1541,錩泰,         12.46,         19.06
1603,華電,          1.32,          0.52
1604,聲寶,          5.84,          8.76
1605,華新,          2.39,          1.92
1608,華榮,          2.38,          3.02
