公司代號,公司名稱,ROE,ROA
1101,台泥,          7.69,          8.99
1102,亞泥,          9.02,         12.14
1103,嘉泥,          1.09,          1.01
1104,環泥,          2.55,          3.06
1108,幸福,         -1.23,         -3.42
1109,信大,          1.14,          1.24
1110,東泥,          0.26,          0.29
1201,味全,          4.79,          9.56
1203,味王,          0.81,          1.00
1210,大成,          6.65,         10.27
1213,大飲,          0.36,          0.38
1215,卜蜂,          1.98,          3.18
1216,統一,          9.02,         13.18
1217,愛之味,          1.02,          0.22
1218,泰山,          3.19,          5.23
1219,福壽,          9.47,         14.27
1220,台榮,          5.17,          7.41
1225,福懋油,          1.51,          2.00
1227,佳格,         24.68,         30.63
1229,聯華,          6.08,          7.18
1231,聯華食,          9.07,         17.32
1232,大統益,         16.08,         19.87
1233,天仁,         12.79,         16.32
1234,黑松,          3.08,          3.48
1235,興泰,          1.82,          2.06
1236,宏亞,          7.15,         13.11
1256,鮮活果汁-KY,         19.36,         37.21
1301,台塑,         10.75,         14.23
1303,南亞,          5.98,          8.45
1304,台聚,         16.47,         20.73
1305,華夏,         -0.98,         -1.90
1307,三芳,          7.16,         11.56
1308,亞聚,         16.87,         18.99
1309,台達化,          3.99,          6.68
1310,台苯,         -9.11,        -15.42
1312,國喬,          6.18,          8.40
1313,聯成,          4.80,          5.80
1314,中石化,         22.22,         32.48
1315,達新,          8.18,         10.17
1316,上曜,         -5.31,         -8.78
1319,東陽,          5.14,          8.22
1321,大洋,         -2.45,         -4.27
1323,永裕,          7.32,         13.26
1324,地球,          5.44,          7.06
1325,恆大,          6.58,          7.25
1326,台化,          9.00,         13.00
1337,再生-KY,         24.36,         29.43
1338,廣華-KY,         13.08,         18.95
1339,昭輝,          7.15,         13.51
1402,遠東新,          6.90,         10.60
1409,新纖,          3.71,          5.49
1410,南染,          6.33,          7.64
1413,宏洲,         -2.85,         -6.84
1414,東和,         27.40,         46.94
1416,廣豐,          4.12,          4.58
1417,嘉裕,          4.81,          5.88
1418,東華,          2.29,          3.80
1419,新紡,          3.10,          4.17
1423,利華,          1.92,          2.19
1432,大魯閣,          2.29,          2.93
1434,福懋,          3.07,          3.71
1435,中福,         -0.34,         -0.40
1436,華友聯,         23.38,         24.03
1437,勤益控,         -2.66,         -3.50
1438,三地開發,          7.01,          8.47
1439,雋揚,         -2.75,         -2.98
1440,南紡,          1.86,          2.38
1441,大東,          7.31,         14.49
1442,名軒,         10.02,         23.37
1443,立益物流,         -4.59,        -11.70
1444,力麗,          4.85,          7.32
1445,大宇,          4.48,          5.40
1446,宏和,         15.94,         21.83
1447,力鵬,         -1.11,         -2.67
1449,佳和,         -4.72,        -40.94
1451,年興,          5.24,          6.46
1452,宏益,          3.88,          4.35
1453,大將,          0.82,          1.07
1454,台富,          7.70,         10.30
1455,集盛,          1.34,          2.01
1456,怡華,         -6.84,        -93.61
1457,宜進,         -2.96,         -6.05
1459,聯發,          4.96,          7.34
1460,宏遠,          3.12,          5.70
1463,強盛,          1.38,          1.54
1464,得力,          1.92,          2.41
1465,偉全,          5.20,          6.33
1466,聚隆,          8.28,         14.51
1467,南緯,          3.68,          8.25
1468,昶和,          9.02,         14.13
1470,大統新創,          4.18,          4.70
1471,首利,         -2.42,         -3.33
1472,三洋實業,        -15.32,        -29.45
1473,台南,          8.07,         11.47
1474,弘裕,          2.54,          3.69
1475,業旺,        -13.64,        -41.20
1476,儒鴻,         21.00,         29.21
1477,聚陽,         17.29,         27.09
1503,士電,          4.14,          6.16
1504,東元,          4.97,          7.65
1506,正道,          2.19,          4.35
1512,瑞利,          2.35,          3.45
1513,中興電,          4.93,          7.81
1514,亞力,          1.96,          3.32
1515,力山,         -2.04,         -5.85
1516,川飛,        -15.56,        -18.18
1517,利奇,          7.06,          8.72
1519,華城,          2.10,          3.57
1521,大億,         11.05,         20.07
1522,堤維西,          0.75,          0.95
1524,耿鼎,          0.77,          0.30
1525,江申,         11.01,         13.77
1526,日馳,          3.50,          6.25
1527,鑽全,          4.61,         15.75
1528,恩德,          5.73,         10.86
1529,樂事綠能,         -1.54,         -1.50
1530,亞崴,          6.16,         12.05
1531,高林股,         10.04,         12.21
1532,勤美,          3.38,          4.79
1533,車王電,          4.25,          6.94
1535,中宇,         11.81,         24.23
1536,和大,          5.08,         11.38
1537,廣隆,         11.39,         15.18
1538,正峰,         -5.47,        -10.94
1539,巨庭,         -1.45,         -4.79
1540,喬福,          8.25,         10.27
1541,錩泰,          0.05,         -0.40
1558,伸興,         21.65,         30.72
1560,中砂,          9.14,         12.47
1568,倉佑,          1.72,          1.78
1582,信錦,          9.53,         13.58
1583,程泰,         11.17,         21.37
