公司代號,公司名稱,ROE,ROA
1101,台泥,          8.33,         11.54
1102,亞泥,         10.17,         14.59
1103,嘉泥,          4.01,          3.85
1108,幸福,          1.89,          1.34
1109,信大,          8.50,         10.04
1110,東泥,          9.84,         12.04
1201,味全,          1.85,          1.42
1203,味王,         -3.08,         -6.15
1210,大成,          6.26,          8.64
1213,大飲,          2.98,          3.00
1215,卜蜂,          5.72,          7.16
1216,統一,          8.90,         11.07
1217,愛之味,          4.60,          5.45
1218,泰山,          4.60,          5.08
1219,福壽,          7.70,          9.41
1220,台榮,          2.07,          1.44
1225,福懋油,          8.19,         10.37
1227,佳格,         21.85,         27.20
1229,聯華,          9.44,         10.63
1231,聯華食,          8.48,         11.86
1232,大統益,         14.43,         19.01
1233,天仁,          5.47,          6.45
1235,興泰,          5.44,          9.07
1301,台塑,         12.09,         15.86
1303,南亞,         11.65,         19.29
1304,台聚,          7.69,          9.24
1305,華夏,          2.17,          1.18
1308,亞聚,         12.96,         14.75
1309,台達化,          4.56,          5.46
1310,台苯,         25.19,         29.43
1312,國喬,         15.45,         17.57
1314,中石化,          3.63,          5.29
1316,上曜,         -1.14,         -2.98
1319,東陽,          5.58,         10.17
1323,永裕,          7.79,         10.73
1324,地球,          3.45,          4.79
1326,台化,          6.52,          8.82
1402,遠東新,          5.70,          8.40
1409,新纖,         11.74,         18.05
1410,南染,          1.88,          2.22
1413,宏洲,         13.63,         16.01
1414,東和,          7.72,         13.88
1417,嘉裕,          1.69,          1.42
1418,東華,          5.67,          6.18
1423,利華,         -1.57,         -3.56
1432,大魯閣,         -8.81,        -18.50
1434,福懋,          7.33,          8.88
1435,中福,          0.51,          0.56
1436,華友聯,          3.75,          5.64
1437,勤益控,          2.22,          2.42
1438,三地開發,         -5.50,         -8.19
1439,雋揚,         -3.70,         -8.97
1440,南紡,          3.71,          4.77
1441,大東,          5.37,          7.64
1442,名軒,          5.75,          6.65
1443,立益物流,         -2.56,         -4.68
1444,力麗,          7.64,          9.25
1445,大宇,          7.50,          9.07
1447,力鵬,          5.90,          6.95
1451,年興,         10.92,         14.88
1452,宏益,          9.14,         11.21
1453,大將,         -9.91,        -15.03
1454,台富,          4.51,          5.68
1455,集盛,         10.59,         13.22
1457,宜進,          4.89,          7.55
1459,聯發,          6.33,          8.05
1460,宏遠,          8.60,         11.70
1463,強盛,          7.93,         10.54
1464,得力,         10.64,         16.59
1465,偉全,          7.81,         10.96
1503,士電,         10.10,         17.80
1504,東元,          8.79,         14.55
1506,正道,          5.38,          6.76
1512,瑞利,          4.20,          4.91
1513,中興電,        -25.11,        -96.55
1515,力山,          6.59,          8.20
1516,川飛,          6.84,          9.14
1517,利奇,         16.77,         23.00
1519,華城,          7.70,         12.75
1521,大億,          6.29,         10.63
1522,堤維西,          7.14,         15.08
1524,耿鼎,          8.27,         12.56
1532,勤美,          6.92,          8.19
1603,華電,          1.47,          1.47
1604,聲寶,          6.78,          9.15
1605,華新,         12.21,         16.79
1608,華榮,          4.97,          5.56
1609,大亞,          3.55,          4.14
1611,中電,          7.98,         10.63
1612,宏泰,          8.57,         10.06
1614,三洋電,          6.93,         11.64
1616,億泰,         13.48,         24.07
1618,合機,          5.76,          6.83
1701,中化,          1.95,          0.59
1702,南僑,         -2.56,         -7.17
1707,葡萄王,          5.07,          6.02
1708,東鹼,          1.53,          1.46
1709,和益,          5.70,          6.99
1710,東聯,         14.86,         17.29
1711,永光,          7.10,          8.28
1712,興農,          2.40,          1.90
1713,國化,          2.85,          3.23
1714,和桐,          7.06,          8.20
1717,長興,          8.00,         12.00
1718,中纖,          2.97,          2.76
1720,生達,         11.09,         15.73
1721,三晃,         15.24,         20.95
1731,美吾華,          2.61,          2.58
1802,台玻,         13.68,         17.46
1805,寶徠,         -6.59,        -11.50
1806,冠軍,         17.59,         22.29
1808,潤隆,         -0.97,         -5.28
1809,中釉,          8.60,         11.05
1810,和成,          8.85,         14.30
1903,士紙,         -3.19,         -9.04
1904,正隆,          5.75,          9.93
1905,華紙,         11.21,         19.50
1906,寶隆,         -1.91,         -5.75
1907,永豐餘,          6.52,          8.12
1909,榮成,          4.50,          4.79
2002,中鋼,          4.00,          5.00
2006,東和鋼鐵,          9.81,         14.11
2007,燁興,          4.47,          4.73
2008,高興昌,          2.65,          0.51
2009,第一銅,          4.36,          4.52
2010,春源,         10.81,         15.66
2012,春雨,          3.86,          4.98
2013,中鋼構,          3.20,          3.40
2014,中鴻,          2.74,          4.11
2015,豐興,          9.03,         15.04
2017,官田鋼,          4.60,          4.60
2020,美亞,         10.31,         13.91
2022,聚亨,          7.49,         10.29
2023,燁輝,         12.30,         22.20
2024,志聯,          7.32,         11.70
2025,千興,         10.66,         13.36
2027,大成鋼,         10.15,         16.37
2028,威致,          3.69,          8.38
2029,盛餘,         17.90,         25.40
2031,新光鋼,          7.63,         14.04
2032,新鋼,          8.88,         12.44
2101,南港,          5.46,          8.06
2102,泰豐,          2.48,          3.26
2103,台橡,         23.19,         29.74
2104,國際中橡,         13.10,         16.30
2105,正新,          8.18,         11.47
2106,建大,          3.70,          4.79
2107,厚生,         -0.62,         -4.08
2108,南帝,          3.80,          5.31
2201,裕隆,         -1.50,         -5.80
2204,中華,         12.20,         18.66
2206,三陽工業,          8.01,         13.26
2207,和泰車,          9.23,         13.45
2301,光寶科,         13.31,         34.15
2302,麗正,        -23.25,        -40.52
2303,聯電,         36.12,         52.70
2305,全友,         10.84,         14.26
2308,台達電,         17.69,         26.02
2312,金寶,          6.14,          9.65
2313,華通,         23.27,         32.74
2314,台揚,          5.52,          6.14
2316,楠梓電,         24.63,         33.33
2317,鴻海,         18.00,         30.98
2321,東訊,          6.13,          6.68
2323,中環,          5.67,          6.47
2324,仁寶,          5.58,          7.32
2327,國巨,         14.83,         17.06
2328,廣宇,          4.50,          5.10
2329,華泰,         12.36,         21.29
2330,台積電,         41.23,         57.55
2331,精英,          2.34,         -0.57
2332,友訊,         13.00,         18.00
2337,旺宏,         26.41,         39.16
2338,光罩,         25.91,         34.35
2340,台亞,          5.11,          5.82
2342,茂矽,         31.50,         47.30
2344,華邦電,         41.95,         71.20
2345,智邦,         16.94,         26.52
2347,聯強,          7.70,         17.69
2348,海悅,         14.20,         24.80
2351,順德,         10.31,         19.21
