公司代號,公司名稱,ROE,ROA
1101,台泥,          3.68,          5.84
1102,亞泥,          2.38,          3.17
1103,嘉泥,          0.63,          0.07
1104,環泥,          8.42,         10.39
1108,幸福,          4.37,          6.53
1109,信大,          2.35,          2.79
1110,東泥,          2.24,          2.40
1201,味全,         -1.72,        -13.94
1203,味王,          7.54,         12.06
1210,大成,          7.27,         13.00
1213,大飲,          1.81,          2.21
1215,卜蜂,         12.61,         21.87
1216,統一,          6.54,         15.35
1217,愛之味,          1.82,          2.14
1218,泰山,          2.15,          3.53
1219,福壽,          2.37,          4.07
1220,台榮,          6.26,          8.00
1225,福懋油,          7.73,         13.61
1227,佳格,         12.67,         18.89
1229,聯華,          8.56,         10.11
1231,聯華食,          7.72,         16.20
1232,大統益,         17.48,         24.03
1233,天仁,          8.59,         11.77
1234,黑松,          5.01,          6.27
1235,興泰,          6.97,         10.67
1236,宏亞,          2.46,          3.97
1256,鮮活果汁-KY,         14.09,         25.30
1301,台塑,          9.23,         13.12
1303,南亞,          9.54,         14.70
1304,台聚,          4.28,          7.55
1305,華夏,         12.16,         21.22
1307,三芳,          8.68,         14.32
1308,亞聚,          5.52,          7.32
1309,台達化,          1.81,          3.58
1310,台苯,         11.55,         18.80
1312,國喬,         10.73,         12.97
1313,聯成,          3.57,          5.98
1314,中石化,         -2.22,         -3.60
1315,達新,          3.35,          4.27
1316,上曜,         -2.25,         -5.32
1319,東陽,          7.11,         12.62
1321,大洋,          0.15,         -0.30
1323,永裕,          9.46,         17.34
1324,地球,          4.91,          6.53
1325,恆大,          5.44,          5.93
1326,台化,          9.54,         13.68
1337,再生-KY,          3.67,          4.03
1338,廣華-KY,          7.56,         10.44
1339,昭輝,          5.78,          9.52
1340,勝悅-KY,         13.75,         15.21
1341,富林-KY,         31.27,         53.00
1402,遠東新,          2.94,          6.55
1409,新纖,          1.14,          2.88
1410,南染,          8.44,         10.32
1413,宏洲,         -2.17,         -7.73
1414,東和,          0.09,         -0.10
1416,廣豐,         10.29,         22.49
1417,嘉裕,         -3.01,         -4.21
1418,東華,         -9.20,        -44.70
1419,新紡,          1.48,          1.99
1423,利華,          0.17,          0.19
1432,大魯閣,         -1.59,         -6.77
1434,福懋,          4.63,          6.08
1435,中福,         -0.54,         -0.64
1436,華友聯,          1.64,          1.90
1437,勤益控,          5.28,          8.83
1438,三地開發,         -1.14,         -1.29
1439,雋揚,          1.19,          1.29
1440,南紡,          1.35,          1.84
1441,大東,         -5.76,        -31.44
1442,名軒,          4.25,         10.76
1443,立益物流,         -3.49,        -26.83
1444,力麗,          0.61,          0.58
1445,大宇,          2.72,          3.27
1446,宏和,          1.77,          3.63
1447,力鵬,          0.06,         -0.58
1449,佳和,         -1.54,        -18.54
1451,年興,          5.56,          7.32
1452,宏益,          7.45,          8.19
1453,大將,         -0.92,         -1.06
1454,台富,          2.55,          3.19
1455,集盛,          1.94,          2.77
1456,怡華,          2.15,          4.25
1457,宜進,          0.88,          0.53
1459,聯發,         -5.73,        -12.53
1460,宏遠,          5.82,         10.84
1463,強盛,         17.60,         27.01
1464,得力,          4.74,          9.59
1465,偉全,          4.43,          6.55
1466,聚隆,         -2.45,         -5.61
1467,南緯,         -1.55,         -6.33
1468,昶和,         -1.02,         -4.10
1470,大統新創,          4.36,          4.92
1471,首利,        -14.82,        -19.08
1472,三洋實業,          7.45,         17.78
1473,台南,          3.43,          5.59
1474,弘裕,          3.84,          6.60
1475,業旺,        -22.00,        -47.35
1476,儒鴻,         19.61,         27.23
1477,聚陽,         11.70,         17.29
1503,士電,          3.77,          5.97
1504,東元,          4.82,          7.53
1506,正道,          1.58,          1.68
1512,瑞利,         -1.39,         -7.95
1513,中興電,          3.50,          6.61
1514,亞力,          2.19,          3.59
1515,力山,          2.59,          4.33
1516,川飛,          5.37,          7.23
1517,利奇,          0.20,          0.29
1519,華城,          3.67,          7.72
1521,大億,         13.66,         27.32
1522,堤維西,          5.92,         15.64
1524,耿鼎,          5.31,         11.08
1525,江申,         12.38,         15.26
1526,日馳,          6.96,         14.15
1527,鑽全,          6.83,         26.28
1528,恩德,          2.55,          4.21
1529,樂事綠能,         -9.64,        -19.15
1530,亞崴,          2.44,          5.11
1531,高林股,          2.31,          2.81
1532,勤美,          5.02,          9.06
1533,車王電,          2.34,          3.70
1535,中宇,          3.54,          7.40
1536,和大,         11.73,         27.84
1537,廣隆,         19.62,         26.57
1538,正峰,         -5.57,        -15.99
1539,巨庭,          7.13,         18.43
1540,喬福,          2.50,          2.91
1541,錩泰,         14.28,         27.89
1558,伸興,         14.22,         19.17
1560,中砂,         10.58,         14.10
1568,倉佑,          6.51,         12.30
1582,信錦,          9.97,         16.26
1583,程泰,          3.00,          6.03
1587,吉茂,          3.06,          5.34
1589,永冠-KY,          6.86,          9.82
1590,亞德客-KY,          9.59,         19.17
1597,直得,          4.29,          6.39
1598,岱宇,          6.61,         15.92
1603,華電,          3.83,          5.91
1604,聲寶,          6.78,         10.88
1605,華新,          4.65,          7.51
1608,華榮,          0.05,         -0.14
1609,大亞,          1.12,          0.44
1612,宏泰,          1.81,          2.11
1614,三洋電,          4.80,          6.11
1615,大山,          4.53,          6.32
1616,億泰,          0.99,          1.22
1617,榮星,          3.23,          5.40
1618,合機,          1.25,          1.35
1626,艾美特-KY,          4.20,         10.30
1701,中化,          3.48,          5.75
1702,南僑,          6.90,         20.77
1707,葡萄王,         21.07,         37.73
1708,東鹼,          6.71,         11.03
1709,和益,          8.93,         12.49
1710,東聯,         -1.14,         -3.82
1711,永光,          3.89,          5.94
1712,興農,          4.25,         10.11
1713,國化,          4.05,          4.38
1714,和桐,          3.86,          6.37
1717,長興,          5.73,         11.94
1718,中纖,          0.91,          4.84
1720,生達,          6.24,          9.20
1721,三晃,          6.99,         12.37
1722,台肥,         -0.15,         -0.25
1723,中碳,         11.91,         15.66
1725,元禎,          4.48,          8.17
1726,永記,         10.90,         13.01
1727,中華化,          4.50,          6.81
1730,花仙子,         11.00,         16.69
1731,美吾華,          3.60,          5.24
1732,毛寶,         -4.07,         -5.65
1733,五鼎,          0.37,          0.16
1734,杏輝,         -0.73,         -1.66
1735,日勝化,          3.02,          5.04
1736,喬山,          3.55,          8.18
1737,臺鹽,          5.06,          5.94
1752,南光,          7.41,         10.95
1760,寶齡富錦,          7.60,         11.34
1762,中化生,          2.34,          3.31
1773,勝一,         15.10,         19.00
1776,展宇,          6.31,         10.24
1783,和康生,         -0.73,         -1.52
1786,科妍,         -1.81,         -2.85
1789,神隆,          5.51,          6.56
1795,美時,          0.89,         -1.08
1802,台玻,         -1.34,         -4.03
1805,寶徠,         -7.00,        -13.61
1806,冠軍,          1.12,          0.47
1808,潤隆,          7.00,         19.95
1809,中釉,          1.53,          1.77
1810,和成,          3.11,          5.13
1817,凱撒衛,         12.90,         16.06
1903,士紙,         -2.45,         -5.93
1904,正隆,          2.76,          5.28
1905,華紙,          1.37,          2.17
1906,寶隆,         20.52,         30.16
1907,永豐餘,          1.19,          1.28
1909,榮成,          6.35,         14.55
2002,中鋼,          3.30,          5.90
2006,東和鋼鐵,          4.28,          6.35
2007,燁興,         -0.96,         -7.23
2008,高興昌,         -2.13,         -4.45
2009,第一銅,         -3.07,         -5.27
2010,春源,          4.24,          5.88
2012,春雨,          3.81,          7.91
2013,中鋼構,          0.88,          1.67
2014,中鴻,          6.80,         23.84
2015,豐興,          9.40,         11.05
2017,官田鋼,          4.10,          5.65
2020,美亞,          7.98,         14.19
2022,聚亨,          0.87,         -0.69
2023,燁輝,          3.83,          8.03
2024,志聯,          5.39,          9.02
2025,千興,          4.76,          7.76
2027,大成鋼,          2.68,          4.38
2028,威致,          1.58,          1.24
2029,盛餘,         12.59,         15.35
2030,彰源,          3.90,          9.18
2031,新光鋼,          7.37,         15.41
2032,新鋼,          3.64,          4.45
2033,佳大,          3.79,          4.83
2034,允強,          7.47,         10.92
2038,海光,          2.28,          3.86
2049,上銀,          3.33,          6.56
2059,川湖,         16.40,         18.79
2062,橋椿,          7.04,         14.03
2069,運錩,          6.54,         11.36
2101,南港,          4.78,          8.77
2102,泰豐,          0.00,         -0.09
2103,台橡,          4.08,          6.23
2104,國際中橡,          5.25,          7.55
2105,正新,          8.45,         14.98
2106,建大,          7.82,         14.31
2107,厚生,          2.29,          2.83
2108,南帝,          9.49,         11.50
2109,華豐,          2.83,          3.90
2114,鑫永銓,         13.45,         15.63
2115,六暉-KY,         10.93,         15.52
2201,裕隆,          0.94,          2.22
2204,中華,          5.78,          6.83
2206,三陽工業,         -0.08,         -1.67
2207,和泰車,          7.06,         25.03
2208,台船,         -4.79,         -9.86
2227,裕日車,         15.30,         21.29
2228,劍麟,         15.18,         19.67
2231,為升,         23.15,         41.54
2233,宇隆,         11.47,         15.29
2236,百達-KY,          8.56,         11.98
2239,英利-KY,          8.43,         16.50
2241,艾姆勒,          9.24,         12.83
2243,宏旭-KY,          3.90,         17.89
2247,汎德永業,         11.56,         16.60
2301,光寶科,          4.68,         12.40
2302,麗正,          0.77,          0.82
2303,聯電,          1.35,          3.75
2305,全友,          0.80,          1.15
2308,台達電,          8.29,         15.13
2312,金寶,          3.42,          7.78
2313,華通,          3.73,          7.92
2314,台揚,          3.24,          7.57
2316,楠梓電,          0.52,          0.52
2317,鴻海,          7.01,         13.80
2321,東訊,          3.40,         13.24
2323,中環,         -6.58,         -9.72
2324,仁寶,          2.87,          8.08
2327,國巨,          8.22,         15.99
2328,廣宇,          6.83,         11.06
2329,華泰,          3.52,          8.07
2330,台積電,         19.03,         25.60
2331,精英,         -3.41,         -6.65
2332,友訊,         -3.80,         -9.09
2337,旺宏,          0.02,         -1.34
2340,台亞,          7.81,         10.94
2342,茂矽,         -4.48,        -14.62
2344,華邦電,          5.04,          7.36
2345,智邦,         11.62,         22.18
2347,聯強,          4.13,         11.42
2348,海悅,          0.84,          0.91
2349,錸德,         -8.55,        -13.98
2351,順德,          8.40,         15.36
2352,佳世達,          4.67,         12.65
2353,宏碁,         -2.78,         -7.93
2354,鴻準,          7.93,         10.84
2355,敬鵬,         10.00,         15.00
2356,英業達,          3.05,          8.06
2357,華碩,          5.64,         11.09
2358,廷鑫,        -13.93,        -36.77
2359,所羅門,          3.19,          3.17
2360,致茂,         10.12,         17.18
2362,藍天,          1.23,          1.30
2363,矽統,         -2.72,         -2.75
2364,倫飛,        -13.09,        -36.11
2365,昆盈,         -4.97,         -7.68
2367,燿華,         -3.15,         -7.72
2368,金像電,          1.63,          2.01
2369,菱生,          2.57,          3.67
2371,大同,          0.01,         -5.25
2373,震旦行,          8.95,         16.70
2374,佳能,          3.26,          5.06
2375,凱美,         -1.21,         -2.10
2376,技嘉,          6.84,         10.11
2377,微星,         10.08,         18.57
2379,瑞昱,          6.20,         13.47
2380,虹光,         -8.08,        -10.07
2382,廣達,          3.09,         11.02
2383,台光電,         15.14,         27.46
2385,群光,          5.83,         15.21
2387,精元,          3.81,          6.41
2388,威盛,          2.15,          4.63
2390,云辰,         -1.33,         -1.96
2392,正崴,          1.49,          2.72
2393,億光,          5.19,         10.31
2395,研華,         15.72,         23.30
2397,友通,         13.49,         16.89
2399,映泰,         -1.04,         -1.42
2401,凌陽,          2.02,          2.48
2402,毅嘉,          0.62,          0.45
2404,漢唐,         10.01,         24.66
2405,輔信,         -1.97,         -2.62
2406,國碩,          4.52,          7.64
2408,南亞科,         20.17,         33.77
2409,友達,          2.10,          3.30
2412,中華電,          9.17,         11.07
2413,環科,          0.99,          1.05
2414,精技,          4.20,          8.28
2415,錩新,          6.50,         11.62
2417,圓剛,         -0.68,         -0.79
2419,仲琦,          7.20,         13.87
2420,新巨,          9.32,         19.34
2421,建準,          7.44,         14.34
2423,固緯,          8.49,         11.90
2424,隴華,         -9.41,         -9.51
2425,承啟,          3.66,          5.13
2426,鼎元,          4.99,          6.68
2427,三商電,          1.55,          2.37
2428,興勤,         12.99,         18.25
2429,銘旺科,          1.85,          3.45
2430,燦坤,          4.76,          9.98
2431,聯昌,          3.58,          5.81
2433,互盛電,          6.18,         10.85
2434,統懋,        -10.76,        -16.28
2436,偉詮電,          4.09,          4.97
2438,翔耀,          3.58,          4.53
2439,美律,         17.89,         31.53
2440,太空梭,          1.07,          0.81
2441,超豐,         13.49,         15.79
2442,新美齊,          0.60,          1.17
2443,昶虹,        -10.64,        -12.65
2444,兆勁,          3.67,          5.73
2449,京元電子,          7.47,         12.95
2450,神腦,          9.60,         16.96
2451,創見,         12.29,         14.12
2453,凌群,          2.04,          3.59
2454,聯發科,          6.79,          9.73
2455,全新,         12.72,         14.68
2457,飛宏,         -2.37,         -5.67
2458,義隆,          6.32,          8.29
2459,敦吉,          5.72,          9.37
2460,建通,          1.40,          1.55
2461,光群雷,          4.35,          7.75
2462,良得電,          3.38,          6.17
2464,盟立,          5.70,         13.77
2465,麗臺,        -13.26,        -38.58
2466,冠西電,          1.15,          0.54
2467,志聖,          4.28,         10.16
2468,華經,          3.07,          4.08
2471,資通,          7.56,         11.57
2472,立隆電,          6.82,         11.13
2474,可成,         12.42,         18.51
2476,鉅祥,          8.25,         12.63
2477,美隆電,          6.46,          9.65
2478,大毅,          3.54,          4.82
2480,敦陽科,          6.77,         10.86
